,title,internal_id,url,description,responsibilities,qualifications,direction,company,depart_company,LocationName,publish_date
208,Alibaba Group-GDC Regional Partnership Expert Southeast Asia,aMaXFvy0rYg0vLiF7U%2F%2Fcg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=aMaXFvy0rYg0vLiF7U%2F%2Fcg%3D%3D,"1. 负责运营海外数字商业--东南亚市场的核心商家和代理运营商资源，在所负责的行业领域对接重点品牌商家的创始人及决策者，打造电商及互联网领域的优秀商家智库； 2. 跟踪海外-东南亚市场重点品牌及企业集团的经营情况，对品牌及商家的全视角商业模型形成洞察，定期收集商家反馈与需求，推动平台生态策略、商业机制的形成与持续优化； 3. 持续拓展并优化内外部商家资源，定期组织品牌与商家的核心决策者基于不同主题的深度商业讨论，为核心决策层的策略制定提供支持； 4. 联合内外部团队，对生态体系的内外部主要合作伙伴进行专题调研，识别业务痛点并形成策略，不断升级与合作伙伴的合作模式，优化生态体系结构。 1. To establish and maintain strong connection with key sellers and service partners decision level in Southeast Asia market，and build a high-quality seller think tank； 2. To monitor performance of key brands in Southeast Asia market and regularly gain an insight into commercial model, and collect sellers' feedbacks and requirements in order to develop platform strategy and improve commercial system continuously; 3. To explore and improve internal and external seller resources continuously, regularly organize sellers and brands commercial meetings and discussions with different topics that support commercial decisions； 4. To cooperate with internal and external teams and do thematic research, identify critical business issues and establish strategies;",Nan,"1. 5年以上行业经验，有知名消费品牌、零售、互联网行业经验者优先； 2. 具备优秀的沟通、理解与协调能力，擅长组织内外部资源去推进项目结果的达成； 3. 具备敏锐的商业洞察与研究能力，能够理解并挖掘品牌与商家需求，并系统性总结沉淀，拥有较为全面的行业与市场研究能力； 4. 有韧性，勇于承担具有挑战性的工作； 5. 有海外工作或者学习经验且愿意长期base海外和海外市场出差； 6. 英语、普通话读写能力为必备技能，印尼语是加分项。 1. 5years+ working experience in top FMCG ,Retailing, Internet companies preferred 2. Excellent in communication, understanding, coordination and organizing internal and external resources to deliver program result; 3. Excellent in business sense, industry and local market research capabilities, understanding and exploring sellers' requirements to summarize systematically； 4. Overseas working or study experiences preferred； 5. accept to base overseas and travel around Southeast Asia market； 6. English&Mandarin speaking and writing skills are required；Indonesian speaking is a plus.",Operation-Partner Management,Alibaba,战略部,"Singapore,Singapore",Nan
209,Ant Group Software Test Development Engineer International BG,24hqu_XerdiBgUUyDIrOjQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=24hqu_XerdiBgUUyDIrOjQ%3D%3D,"-Understand functional and non-functional requirements of software product, design quality assurance and testing strategies for various different products; -Contribute to the planning and construction of a product system architecture, assess risks, resolve the design’s testability and address the system stability; -Innovate testing tools, testing technologies, testing platform, testing lifecycle of product R&D, improve the testing efficiency; -Involved in testing system setup, technology team planning, construction of testing technology platform; -Lead and design technology solution and architecture for system integration test, and push solution deployment and implementation; -Responsible for the system integration test in product deployment phase of the development lifecycle, ensure product go-live with high quality; -Research new technologies and new methods in testing domain, apply and promote them, improve industry influence",Nan,"-Have more than 3 years QA and QC experience in internet and traditional industries, went through large scale software development lifecycle, have rich experience in software development -Thorough knowledge of QA theory and methodology -Have systematic mindset and experience in software quality assurance, able to prototype and deploy software quality control strategy for a complex system; -Strong analysis and design skills, capable to develop testing framework and integrate solutions; have experience with RESTful API test, performance test, automation test, security test, black box and white box testing; -Have experience with programming languages, coding experience and code review, GIT or SVN.",Technology - Quality assurance,Alibaba,GPA钱包&海外收单质量组,"Singapore,Singapore",Nan
210,蚂蚁集团 数字科技线 Regional BD Manager,dQWK5G3VSVw7ZcNPrK%2FACA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=dQWK5G3VSVw7ZcNPrK%2FACA%3D%3D,"Responsibilities Build pipeline, hunt new logos, expand existing d. tech’s footprint as well as drive new customer engagement by industry to land pilot deals and new referenceable logos. - Understand current blockchain + data transformation footprint and set the long-term partner strategy to address and engage these accounts. - Build and maintain relationships with relevant industry ISVs, partners, blockchain communities, MSPs and analysts to spur and influence d. tech+ technology adoption. - Understand customer requirements on a business and technical level and how that maps back to our partners and communities. - Develop and provide custom presentations on d. tech+ portfolio to solve their business problems. - Own and drive selected partners in the assigned geos and industries to close deals, track and push joint pipeline closure together with partners, leveraging and localizing on corporate partner programs and enabling these local partners on best practices. - Work closely with internal team to ensure quality delivery from authorized partners and create attractive partner programs. - Organising and maintaining localized GTM and partner documentation - Contribute to other business development and strategic initiatives What will you work on - Raise awareness, lead generation, develop pipeline, hunt and close new logos, reference customers across Asia by industry - this includes developing and executing your own growth plan which will have many angles to it: - Acquiring, enabling, growing and closing new pipeline across Asia - Supporting joint demand and lead generation with leading industries influencers, agencies, ISVs, communities and MSP for enterprises blockchain - developing existing relationships, cooperating with solution architects and developer teams to localize and productize enterprise grade, industry specific blockchain use cases - Work with various cross-functional teams to evangelize, build brand awareness, lead generation and closure of pipeline by industries in the key markets in Asia (ASEAN, Hong Kong, S. Korea, Japan) - Develop new and / or existing relationships with industry specific technology partners and service providers and bring them to the next level",Nan,"- Minimum 8-10 years in global technology company, have experience in landing direct and partner BD strategies, converting lead generation campaigns, driving industries ISV and closing new logos with strategic customers. - Strong sales discipline and focus on chasing steps to close - Have adequate technical understanding and know how on eKYC, eKYB, AML, enterprise blockchain, tokenization and super app development solutions. - Direct industry sales, hunter experience in enterprise blockchain, smart contract audit, tokenization, eKYC, eKYB, AML and super app development solutions and had directly drive such technology acceleration initiative in the region. - Driven and strategic mindset with strong documentation and writing skills - Effective communicator is a must - Native / fluent English language skill is a must. - Fluent Mandarin Chinese languages preferred, for efficient collaboration with various stakeholders across the company - Thai speaker will be a huge bonus - Experience working with IP commercialisation and working knowledge of blockchain, digital identity and asset management, smart contracts, tokenization, eKYC, eKYB, AML and super app development would be preferred - University educational background as a minimum - Strong presentation, communication skills and negotiation skills. - Strong organizational skills and attention-to-detail with the ability to set clear priorities in a fast paced, dynamic work environment - Inquisitive; will always ask questions to see the “big picture” or get a handle on the details - Entrepreneurial, self-starter, can do spirit Ideally, you’ll also have - Past work experience in super app development, tokenization, enterprise blockchain, eKYC, eKYB and AML. - Blockchain experience is not a requirement; a self-starter, a passionate enthusiast for advanced technology, who can work in an environment and embrace on the job learning of Blockchain is needed - Excitement for and passion around disruption, technological change, and, ideally, Blockchain technology and smart contracts - Enthusiasm and the interest to learn in an evolving environment What we look for Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization. (Thai speaking preferred)",Market Development - BD,Alibaba,国际业务部,"Singapore,Singapore",Nan
211,菜鸟网络 仓配运营专家 欧洲&东南亚大区,UvCi8l9ARF_hoCldX3x3qg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=UvCi8l9ARF_hoCldX3x3qg%3D%3D,1、 负责对接客户和前端并提供匹配业务需求欧洲本地仓储网络的方案规划与实施； 2、 负责仓配CP和自营仓的的运营和商务管理； 3、 负责欧洲本地仓库内&尾程配送全流程优化，提升仓配服务质量和降低运营成本； 4、 对欧洲本地仓行业动态进行跟踪，及时制定有市场竞争力。,Nan,1、5年以上仓储规划，运营和方案设计经验，具有欧洲本地仓规划与运营经验优先，具有仓配服务商管理经验优先； 2、熟悉精益管理，通晓仓配精细化运营； 3、具备跨部门、跨国协作的能力； 4、乐观、皮实，学习能力强； 5、英语可以作为工作语言，有西法小语种技能的优先。,Operations - Industry operations,Alibaba,西南欧区域,"Hangzhou,Zhejiang,China",Nan
212,Cainiao Network Last Mile Delivery Operation Executive Global Export BU,v4F7us2ioLspRNKYsegSoQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=v4F7us2ioLspRNKYsegSoQ%3D%3D,"1、Source and recruit parcel delivery partners (fleet and last mile distributor), to build a parcel delivery network; 2、Chilean land trunk line transportation management, distribution station management, last mile network planning，to ensure the normal operation of the parcel network； 3、Responsible for lead time, complaint rate, average cost and other indicators; 4、Find and solve problems through on-site and data, and find ways to reduce costs and improve timeliness.",Nan,"1、Be familiar with the partners delivery process and last mile network construction, with at least 3-year experience in this field; 2、The work place is in San Diego, and can adapt to travel to other regions to a certain extent, with entrepreneurial spirit and problem-solving ability, and willing to find opportunities on the spot; 3、Excellent communication and execution skills； 4、Work experience in Blue Express, Chilexpress, Starken and other express companies is preferred; 5、Spanish as mother tongue, communicate in English smoothly.",Integration - Logistics,Alibaba,拉美地区运营,"Metropolitana de Santiago,Chile",Nan
213,Cainiao Network Chief Account Russia-Moscow,kAw%2FHa2Wgy2pwxJoezV0vQ%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=kAw%2FHa2Wgy2pwxJoezV0vQ%3D%3D,"1. To take responsibility of IC Entry Review and statutory report 2. Ensure the monthly / quarterly / yearly closing and financial reporting package timely &accurately 3. Review reconciliation of accounting records with operation date and organize corrective measures if necessary 4 to take lead in finance related project to meet the requirement of reporting and business needs ,such as M&A. etc 5 . to coordinate with local and global functions for any local accounting issues if needed 6. be responsibility for the monthly tax reporting ,planning ,analysis ,dealing with tax bureau and government meeting or inspection; 7 Implement & monitor the internal control process ,identify tax influence and provide solution; 8. be responsible for internal / external audit 9 ensure compliance of financial policies and approval level on all types of spending and expenses 10. Budgeting ; Leads and manages the annual budget process by preparing and presenting and budgets through proactive collaboration with the management team",Nan,"1. Accountancy with relevant background and experienced in managing a team 2 . 5+yrs working experience in relevant industries or big four accounting firm at least Sr, Level ,US listed company exposure would be a plus; 3 Detailed knowledge of reporting requirements ,local tax laws ,foreign exchange and related issues 4. Excellent excel PPT ,and word skills . has to very familiar with IC 5 Good command of English and Russia ,reading ,writing and speaking . Chinese language would be a plus",Integration - Integrated management,Alibaba,供应链财务,"Moscow,Russia",Nan
214,Alibaba Group Senior Financial Analyst Sunnyvale,iazOoJYXlYEI4wltw2zYBw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=iazOoJYXlYEI4wltw2zYBw%3D%3D,"1. Contribute to Alibaba overseas financial operation. Implement group financial policies, address local needs, enhance system performance and automation. 2. Partner with local business leaders to develop financial forecasts, build up sophisticated financial modeling, and apply financial insights to assist with decision making related to new initiatives and business opportunities. 3. Closely work with HQ functional lines such as GL, Tax, Legal, and Treasury teams. Enhance collaboration across time zones. Support local regulatory filings and compliance. 4. Explore and develop global financial reporting and analysis system. Provide forward-looking financial insight into Alibaba's global expansion strategy.",Nan,"1. Honest, diligent, team player, self-motivated, and able to thrive in a fast-pace, demanding environment. 2. Minimum Bachelor's degree in Finance, Accounting, or relevant field. 6+ years working experience. Experience in relevant industry or Big 4 is preferred. CPA is a plus. 3. Strong verbal and written communication skills with the ability to partner cross-functionally at all levels of the organization. 4. Proficient in both English and Mandarin, flexible with international travel. 5. Skilled in Office software (e. g. Excel, PowerPoint) and ERP system (e. g. Oracle, Hyperion).",investment manager,Alibaba,北美区域财务,"Sunnyvale,California,United States",Nan
215,Ant Bank (Hong Kong) Limited Senior IT Governance Manager International BG,al%2FJNJtkptZ9NS5LVqEzhw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=al%2FJNJtkptZ9NS5LVqEzhw%3D%3D,"We are looking for passionate seasoned professional in IT Governance for the Bank, including the IT risk and governance standards according to the HKMA guidelines, covering the IT General Controls (ITGC), compliance over e-banking systems, as well as the governance over the service management of IT outsourcing and third-party service providers of the Bank. Acting as 1. 5 LOD, the job holder shall be responsible to oversee the IT governance and compliance according to Bank’s policies, regulatory and industrial standards, and assist of 2 LOD and 3 LOD on IT related risk assessment and audit initiatives. Qualified candidate is expected to: 1. Responsible for the development and maintenance of bank-wide IT policies and procedures. 2. Perform regular review on the IT related controls (e. g. , RCSA). 3. Work and arrange resources with HQ team on IT related compliance and governance, including the mapping of IT related controls from HQ to the bank-wide standards and outsourcing / third-party management. 4. Provide recommendations to business and IT regarding the system and technology risk related controls according to Bank’s standards and regulatory requirements (e. g. , HKMA SPM TM-E-1) throughout the SDLC. 5. Perform internal and external IT-related audits and assessments where required. 6. Responsible for the preparations and arrangements of management meetings regarding IT related topics.",Nan,"1. Bachelor Degree Holder or above in Computer Science, Information Technology, or related disciplines； 2. Minimum 5 years' experience related to IT risk and controls, with experience related to compliance of HKMA requirements (e. g. HKMA SPM TM-G-1, TM-G-2, TM-E-1; HKMA C-RAF, SWIFT CSP, etc. ) is preferred； 3. Holder of any Cybersecurity certifications specified under HKMA ECF-C (e. g. CISSP, CISA, CISM)； 4. Fluency in Mandarin； 5. Strong communication skills and ability to collaborate with various teams similarly to ensure effective delivery of projects； 6. Experience in consultancy firm (e. g. , Big4) on banking and finance compliance and security services is an advantage.",Technology - Development,Alibaba,技术部,Hong Kong,Nan
216,菜鸟网络 法务专家（知识产权） 杭州,AmYbfVkUnwu7Cr0hCXOB0w%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=AmYbfVkUnwu7Cr0hCXOB0w%3D%3D,1、处理专利申请，包括审批专利申请提案、专利申请书、答复意见及复审； 2、FTO检索与分析； 3、为公司内客户提供专利咨询及培训； 4、其他知识产权相关的工作。,Nan,1、计算机、电子、机电专业； 2、三年以上专利工作经验，包括专利撰写和专利分析的经验； 3、团队合作精神及较好的沟通能力； 4、较好的英语读写能力。,Integration - Legal affairs,Alibaba,法务合规部,"Hangzhou,Zhejiang,China",Nan
217,Cainiao Network 法务专家（Legal expert） 越南（Vietnam）,S3PWCaDfs_u6Hiu7Tj_ypw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=S3PWCaDfs_u6Hiu7Tj_ypw%3D%3D,"工作职责： Description： 1、为当地项目拓展、工程建设、项目运营提供法律支持 Provide legal assistance and service for the business development, project construction and project operation . 2、协同中国法务团队管理当地项目的合同、公司治理及合规事宜 Work in coordination with Chinese team to manage the contractual, corporate governance and compliance issues. 3、能够，起草、审核和修改各类合同（工程建设、招商租赁、物业管理等）及法律文件，支持商务谈判、合同签署及履约管理 Draft, review and revise the contracts and other legal documents in English and Vietam，support business negotiation. Contract signing and contract performance management. 4、单独或协助律师处理合同纠纷、诉讼及仲裁事宜 Separately or liaise with external lawyer to manage the disputes, litigation and arbitration issues. 5、负责公司文件、合同、档案及印章管理等后台法务支持 Manage the document, contract，archives and stamps of local company 6、其它当地公司日常运营所需要的法务工作 Provide legal support and service of daily operation of local company.",Nan,"职位要求： Requirements 1、当地知名学校法律类专业本科以上学历 Bachelor degree in law or above accredited from top ranked law school in Vietnam 2、三年以上大型企业或知名律师事务所工作经验； Minimum 3 years relevant experience gained from either reputable law firms or large scale enterprises. 3、具有大型项目投资、工程建设的工作经验，能够单独为当地项目提供法务支持； Experienced in project investment and construction, and capable of handling legal work of local project separately. 4、工作主动积极、具有良好的学习能力，适应变化和压力； Self-motivated, available attitude, flexible at work and able to work under pressure 5、可以英语、越南语作为工作语言，英文沟通及写作能力，擅长中文者优先考虑 Spoken and written in English and Vietnamese is a must, Spoken and written Chinese is preferred, work experience in Chinese company is preferred.",Integration - Legal affairs,Alibaba,地网法务,"Ho Chi Minh City,Vietnam",Nan
218,Ant Group Talent Acquisition Lead EMEA,9En7v%2FNXYc0EVMVfJwd8TA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=9En7v%2FNXYc0EVMVfJwd8TA%3D%3D,"You will join a global Talent Acquisition team at Ant Group, Leading our European organizational and talent goals. You will be accountable for supporting our leaders and managers in delivering high quality recruitment processes, providing a best-in-class candidate experience and managing our recruitment channels effectively to locate and attract the right talent. In EMEA, you are primarily responsible for supporting our Commercial, Marketing, Product and corporate function hiring for WorldFirst business and Ant Financial Group globalization business in Europe. What you’ll do: -You will be a go-to Talent Acquisition Lead for EMEA. You will demonstrate confidence in managing multiple recruitment processes simultaneously and working with key business stakeholders and HR partners to effectively prioritise on-going hiring requirements. -Build partnerships with key stakeholders across the business, and position yourself as a recruiting and talent market expert -You’ll enjoy identifying different ways to build appropriate talent pipelines, including both traditional and cutting-edge techniques; advertising, social media, LinkedIn, events, networking, referral generation -Work in conjunction with hiring managers and senior leaders to create appropriate interview and assessment processes -You’ll own the recording of key talent acquisition metrics for your business leaders and assist with weekly / monthly reporting to TA leadership -You will support on ongoing recruitment capability improvements, including building out our recruiting infrastructure in existing and new European markets -You’ll love working collaboratively with your global talent acquisition counterparts helping to ensuring consistency and driving best practice in hiring processes. -Be responsible for supplying market trends and insights to the business through various means (agency relationships, events, networking) -Proving a best in class candidate experience to everyone you speak to",Nan,"Who you are: -A TA enthusiast, willing to immerse yourself into your functions and the broader market to increase our recruiting capability for talent. -Previous experience recruiting junior-mid management level hires is essential, ideally working across corporate and commercial functions -Able to build great relationships with internal stakeholders and to act as a trusted partner on recruitment activities, talent acquisition trends and market competition -Proven track record of recruitment delivery; able to manage multiple recruitment processes, prioritising effectively and maintaining exceptional organizational skills to deliver hires in a timely manner. -Confident presentation and interviewing skills, with an understanding of fair, relevant and up-to-date assessment methods -Results orientated with a desire to continuously improve and build upon key individual recruitment metrics, contributing to overall Talent Acquisition function objectives. -Up to date with resourcing techniques and channels to enable effective headhunting of passive candidates. -Proactive networker with the ability to initiate and develop connections within relevant talent communities -Culturally aware and thoughtful about diversity and inclusion as part of the recruitment and talent building process -Awareness of key risks in relation to the end to end recruitment process, including the implication of key employment legislation and pre-employment vetting, application handling and visa issues -Business fluency in English. Other relevant languages include Mandarin, Dutch, German would be useful but not essential.",HR-Human Resource Generalist,Alibaba,招聘部,"London,England,United Kingdom",Nan
219,Ant Bank (Hong Kong) Limited 操作风险管理经理 / Operational Risk Management Manager International BG,JId408YWK3IxwMpjuwwVvg%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=JId408YWK3IxwMpjuwwVvg%3D%3D,"职位描述： 1. 牵头银行各业务职能部门，优化银行业务连续性计划管理架构，包括业务连续性管理政策、业务影响分析、业务连续性规划，灾难计划并统筹银行年度业务连续性计划演练； 2. 负责银行事件管理，包括IT和非IT事件报告，跟踪和整治管理； 3. 负责银行外包及第三方供应商管理，设计、实施并维护管理政策和流程 (包括尽职调查、绩效评估、外包评估、风险评估等) ； 4. 为业务和职能部门提供建议包括操作风险管理，特别是新业务和IT新方案，以确保政策和程序到位，以应对关键风险，并符合银行的操作风险的框架和监管要求。 Jobs Description: 1. Liaise with different businesses and functions, enhance the Bank's BCM framework including BCM policy and Business Impact Analysis, BC Plan, Disaster Recovery Plan and drive the regular BCP drill across the banks; 2. Responsible for incident management, including perform IT and Non-IT incident reporting and follow protocols for tracking and remediation; 3. Responsible for the outsourcing and third-party management, design, implementation and maintenance of policies and procedures including due diligence, performance review, outsourcing assessment, risk assessment and etc; 4. Provide advices to businesses and functions in relation to operational risk management, in particular new business and IT initiatives to ensure the policies and procedures are in place to address key risks and aligned with the bank’s ORM framework and regulatory requirements",Nan,"职位要求： 1. 本科以上学历，5年以上从事银行操作风险管理经验，熟悉业务连续性管理、内控管理、外包或第三方管理、信息科技风险等； 2. 熟悉银行业务操作流程及相关市场实践； 3. 对银行业的规章制度和惯例有很好的理解； 4. 具备良好的沟通能力、团队协作意识； 5. 具备较强的自我学习能力、抗压能力和细心、耐心、责任心； 6. 语言要求：普通话、英文、粤语。 Job Requirement: 1. Bachelor degree or above, at least 5 years’ solid banking experience in operational risk management, especially BCM, internal control, outsourcing and third party management, and technology risk; 2. Sound knowledge on banking operation procedure and related market practice; 3. Good understanding on regulations and practice in banking industry; 4. Solid communication skills and teamwork; 5. Strong self-learning ability, able to work well under pressure, detail-oriented and responsible; 6. Language requirements: Mandarin, English, Cantonese.",Risk Management-Risk Strategy Operation,Alibaba,风险管理部,Hong Kong,Nan
220,蚂蚁集团 信貸風險審批高級專家 / 專家 国际事业群,JrRcGtRQ681PgOaSIQh0sw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=JrRcGtRQ681PgOaSIQh0sw%3D%3D,"1. 熟悉阿里生态各个行业、业态的经营与竞争模式（尤其是跨境及中国香港本地的生态场景），了解本地信贷市场，能够对各个行业、业态未来的发展趋势做出初步的判断； 2. 在熟悉各个行业、业态的基础上，能够定制化的制定有针对性的行业风险管理方案，能够在控制信贷资产质量的基础上平衡好风险与业务发展的关系； 3. 针对小微企业贷款、个人消费贷款的产品制定标准化的风险作业流程； 4. 以行业风险管理方案为基础，通过多种手段进行个案（申贷主体）的贷前调查及风险评估、完成调查报告、风险判断做出信贷决策、完成贷后监控，确保信贷各个信贷流程符合风险管理要求； 5. 针对严重逾期及坏账客户的分析并提交分析报告； 6. 完成各类行业研究报告及新模式探索。 1. Be familiar with industries, businesses and competition models within the Ali Eco-System (especially cross-border and local business in Hong Kong), as well as local credit market. Be able to make a judgment on the future trends of those industries and businesses; 2. Create customized risk management solutions for targeted industries. Able to balance risk and business growth on the basis of ensuring the quality of credit assets; 3. Develop standardized risk operation procedures for products of SME loans and personal consumption loans; 4. Based on industry risk management plan, conduct pre-lending investigation and risk assessment of individual cases (loan applicants) via various methods; complete investigation reports, credit decisions, and post-loan monitoring, ensuring that the credit process is in line with risk management requirements; 5. Complete and submit analysis reports of customers with serious delinquencies and bad debt; 6. Create various analysis reports and explore new modules.",Nan,"1. 金融、财会、经济、法律或相关专业本科学士及以上学历，硕士研究生学历优先； 2. 5年以上银行公司业务的审批工作或者信贷管理经验； 3. 熟悉银行信贷产品，有行业化研究经验，有过数据分析经验的优先； 4. 敏锐的洞察力及分析判断能力，管理能力、沟通及协调技巧以及承受压力的能力； 5. 语言要求：普通话、英文、粤语。 1. Bachelor's degree or above in finance, accounting, economics, law or related majors is preferred; 2. More than 5 years of experience in reviewing banking business or credit management; 3. Familiar with banks' credit products; experience in industry research; data analysis experience is preferred; 4. Keen insight with ability to make analytical judgment, good management skills, solid communication and coordination skills, and ability to work under stress; 5. Language requirements: Mandarin, English, Cantonese.",Finance - Risk Control,Alibaba,风险管理部,Hong Kong,Nan
221,蚂蚁集团 FIBD HK 国际事业群,dgpcOCiaFpr7ILs7Be3mhw%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=dgpcOCiaFpr7ILs7Be3mhw%3D%3D,"1. Bank cooperation： Business cooperation with global banks and other financial institutions. Research on partners’ cash, settlement and FX capabilities, and select the most favorable institutions for business cooperation. Daily contact with banks for business follow-ups, constant review and upgrade of partners’ service level. 2. Research on the business model and compliance policy of oversea funds management practice in local market. Daily work includes but not limited to oversea treasury management, local banks contact, fund management and account management, as well as market analysis on the competitiveness of FX, settlement and other fund-related business offerings across different regions 3. Familiar with card scheme business and acquiring process, as well as the major e-commerce PSP / Acquirer players and offline acquirers in global and local market. Familiar with APMs in different regions and be able to provide effective business plans to accommodate Ant Financial global alliance strategy. 1. 银行合作：主要职责在于建立与银行和金融机构的合作，能够全面了解合作伙伴在资金存放、清算及兑换方面的能力，以获取银行对业务最有利的服务能力，为业务发展创造价值；并负责日常的银行联系，协助业务团队解决问题，不断review银行的服务水平，推动银行服务能力提升。 2. 熟悉海外各区域在外汇和资金管理的业务模式和合规政策，负责海外各区域本地化业务的资金相关管理，支持国际事业部海外区域业务发展； 3. 熟悉卡组织的业务模式及收单支付业务的细节，能够确认业务的需求如何在可行的框架下进行实现。熟悉全球各区域市场卡收单和线下收单的主要服务提供商，根据蚂蚁金服全球发展的战略需要提供卡渠道的业务发展计划和推动执行。熟悉APM支付的各种形态和全球不同区域市场的APM的情况, 为业务需要制定可行的计划并推动落地。",Nan,"1. Prior work experience with banks, card scheme, i. e. visa / master or large international payment companies. 2. In-depth knowledge on global banks’ settlement and FX products, with relevant project experience preferred. Understand international fund settlement and clearing business, familiar with the operation and business model of cross-border payment, with FX and treasury management project experience in large multinational companies preferred; Knowledge on overseas payment and cross-border funds related compliance policies. 3. Candidates shall demonstrate a certain level of leadership, large project management experience preferred. 4. Fluent in English, strong communication skills, certain level of knowledge on financial accounting. 5. Abilities to work under pressure and be adapted to long period business trips 1. 有银行、卡组织v／m或者大型国际支付机构资金相关工作经验，互联网金融工作经验优先。 2. 对于国际银行资金清算能力、外汇产品十分了解，有负责相关项目经验更佳，了解国际资金清算业务，熟悉跨境支付业务的运作流程和商务模式，或者有大型跨国企业外汇资金安排项目经验者；了解海外跟支付业务、资金跨境业务相关的合规政策。 3. 需要有一定管理能力，有大型项目管理经验者优先；英语精通，有较强的语言沟通能力；有一定的财务会计能力；抗压能力强，可以适应长期出差。",Finance - Business development,Alibaba,大中华及东亚,Hong Kong,Nan
222,蚂蚁集团 数字科技线 国际交易产品专家,mjESwAEmjleqZw65oksUoA%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=mjESwAEmjleqZw65oksUoA%3D%3D,1. 负责B2B跨境交易及履约产品线。根据客户需求和业务战略，设计B类交易流程并持续优化交易体验。 2. 敏锐洞察客户和行业变化趋势，结合跨境交易特性有针对性进行产品规划和设计。 3. 承担产品规划、用户调研、商业分析、解决方案、功能与流程设计等工作，并负责产品相关的项目跟进与管理； 4. 协调运营、UED、技术等团队以及其他关联产品，整合资源，推动产品落地； 5. 具有创新思维，为跨境交易履约核心系统的建设带来新的思路和突破。,Nan,"1. 本科以上学历，Young&Smart，有5年以上交易&履约产品或5年以上互联网平台型产品设计与落地经验； 2. 有较高的逻辑分析和创新能力， 对互联网产品及行业触觉敏锐、思维活跃、条理清晰，面对问题能快速给出合理解决方案并转化为产品能力； 3. 具有良好的跨团队沟通和协调能力，主动推进能力和抗压能力强； 4. 有跨境电商、Fintech、交易及履约平台相关产品经验优先，有海外留学和工作背景优先 5. 英文流利"" P6 / P7均招",Products - Platform types,Alibaba,贸易金融业务部,"Hangzhou,Zhejiang,China",Nan
223,"Alibaba Global Digital Commerce Marketing & Business Development Manager Bangkok, Thailand",1XtDox08JF9vDO4Pev1D_w%3D%3D,https://careers.alibaba.com/positionDetail.htm?positionId=1XtDox08JF9vDO4Pev1D_w%3D%3D,"-Develop creative marketing communications materials with internal and external agencies -Use data and insights to make campaigns and communications more targeted, persuasive and effective. -Manage regular online and offline events planning and content execution, including alignment with internal and external guest speakers and insights reporting. -Work in close partnership with the government and business associations to develop meaningful partnerships for our SME customers. -In partnership with cross-functional counterparts, continually refine objectives, the audience, marketing strategy, and measurement approach for the work. -Own regular progress reports on all campaigns. -Be willing and able to be flexible between strategic and tactical / executional responsibilities. -Fast learner, eager to learn new technologies, be willing to travel when required. -Roll-up-your-sleeves work ethic and willingness to take the initiative and make things happen.",Nan,"-BA / BS degree. -5+ years of experience working on marketing communications across multiple touchpoints (social media, EDM, events, PR) -Proven experience in working with multi-national and cross-functional teams in fast paced and ambiguous environments -Interest in creative development and applying research learnings to the creative process. -Online and offline events experience, with the experience in handling multiple campaigns at the same time. -Highly professional communication and presentation skills. -Demonstrated critical thinking about complex issues, leading to problem solving - Native Thai Speaker with strong English communication skills. (Chinese language skill is a big plus)",Market Development - BD,Alibaba,區域中台,"Bangkok,Thailand",Nan
