,title,internal_id,url,description,responsibilities,qualifications,company,location,department,publish_date
279,Alibaba Group Alibaba. com - Business Development Manager B2B Germany,AY50GlIX5Sxk3ecKIHLsfg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=AY50GlIX5Sxk3ecKIHLsfg%3D%3D,"About Alibaba. com Launched in 1999, Alibaba. com is the leading platform for global wholesale trade. We serve millions of buyers and suppliers around the world. As part of the Alibaba Group, our mission is to make it easy to do business anywhere. We do this by giving suppliers the tools necessary to reach a global audience for their products, and by helping buyers find products and suppliers quickly and efficiently. Alibaba. com brings you hundreds of millions of products in over 40 different major categories, including consumer electronics, machinery, and apparel. Buyers for these products are located in over 200 countries and exchange hundreds of thousands of messages with suppliers on the platform each day. While Alibaba. com is one of the largest B2B platforms globally already, in Europe it is in its infancy. We are looking for you to be part of the recently founded team. The German headquarters are located in the very center of Munich, right at Viktualienmarkt. Be prepared to roll up your selves and shape the future of international B2B. Consider this opportunity and reach out to us now! Job Description – This is what you will work on: - You are responsible for the acquisition and growth of our partners, who onboard clients in Germany, Austria, and Switzerland to Alibaba. com. You create successful and lasting relationships with our partners to foster international B2B business - You identify our next Sales and Service partners: you prospect networks of professionals, identify decision-makers, and engage with potential partners at C-level in Germany, Austria, and Switzerland - You prioritize and deliver outstanding experiences to Alibaba. com's partners. - You develop and incubate existing partner relationships, you run regular communication with their management team and co-develop their sales and service strategies to grow their business - You grow into an international platform expert to support, train, and coach our partners to effectively educate clients to grow their engagement with us. - And last and most importantly, you are the brand ambassador of Alibaba. com, leverage various types of communication strategies (e. g. , PR, webinars, social, events) with our partners","Job Requirements - This is how you can impress us: - International work experience, ideally business development in the digital industry, digital marketing, marketplace, e-commerce solutions, advertising sales, and / or business consulting. Experience in B2B or export would be a plus - Experience in relationship building, leading contractual sales negotiations, and account management with a focus on partner management - Ability to successfully develop new business opportunities. - An agile mindset to lead and manage multiple projects simultaneously - Ability to communicate efficiently, navigate through ambiguity, and clarify priorities - Entrepreneurial thinking and independent working, dynamic, ambitious, and self-motivated. - Strategically manage complex issues and derive recommendations and actions for sales and service solutions. - Excellent written and verbal communication skills in German and English. Mandarin would be a plus",,Alibaba,"Munich,Germany",意大利,2021-02-18 12:59:37
280,菜鸟网络 校园驿站站点运营 西南大区,rJJiTyf1EAf8GMIeY8%2FOMQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=rJJiTyf1EAf8GMIeY8%2FOMQ%3D%3D,1. 负责校园驿站业务规模建设，基于总部制定的机制、政策和策略，制定区域政策和业务推进节奏，实现区域业务增长目标； 2. 负责区域内校园驿站整体质量运营，基于驿站质量相关各项指标，含终端形象、服务SOP等，通过产品化、数据化等运营手段，提升区域校园驿站的质量； 3. 负责区域范围内的校园驿站站长成长计划的推进和落地，赋能站长，通过站长文化活动的运营打造站长群体的组织归属感； 4. 负责驿站运营管理相关产品的需求提炼，总部产品的区域落地以及运营，通过三位一体机制，提升团队整体产品能力和意识。,1. 具备3年以上的互联网线上线下运营经验，有商家运营，产品运营，规则运营相关经验；具备校园业务场景经验者尤佳； 2. 具备较强的运营和商业sense，有经营意识和较好的数据分析能力，有一定产品思维； 3. 学习能力强，思路开阔，逻辑清晰，具备较强的总结归纳和突破创新能力； 4. 具体较强的沟通协同能力，能够认真听取他人意见 ；善于资源获取与完成跨团队合作； 5. 创新能力，良好洞察力，善于在冗杂的事项中发现核心价值，进行优化和推广。,,Alibaba,"Chengdu,Sichuan,China",西南校园驿站,2022-06-29 05:40:02
281,菜鸟网络 义乌跨境仓-商服主管 / 专员 义乌,Pa5yAUsvaNSQrezDmtwyZw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=Pa5yAUsvaNSQrezDmtwyZw%3D%3D,1、监督指导客服团队KPI指标达成与优化，及满意度提升 2、结合业务现状优化服务流程，提升用户体验 3、通过数据分析及各个渠道用户声音收集，优化服务流程及人员技能辅导或培训，对重点问题汇总记录并形成解决方案 4、跨部门、多部门沟通协调，确保方案执行，流程落地，服务提升 5、受理投诉、异常客户处理、重点客户跟进，维护客户满意度。制定客户回访方案及客户关怀政策,1、具备1年以上电商仓储企业客服相关经验，优先跨境电商仓储企业客服经验； 2、具备2年以上团队管理经验； 3、良好的语言沟通、组织协调能力； 4、具备较好的抗压能力； 5、具备较好的office办公软件处理能力,,Alibaba,"Yiwu,Jinhua,Zhejiang,China",运营管理部,2022-04-28 09:35:27
282,菜鸟网络 校园站点运营 中原&西北大区,Ba1NqCAl1czfBY3WgdpNMQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=Ba1NqCAl1czfBY3WgdpNMQ%3D%3D,1. 负责校园驿站业务规模建设，基于总部制定的机制、政策和策略，制定区域政策和业务推进节奏，实现区域业务增长目标； 2. 负责区域内校园驿站整体质量运营，基于驿站质量相关各项指标，含终端形象、服务SOP等，通过产品化、数据化等运营手段，提升区域校园驿站的质量； 3. 负责区域范围内的校园驿站站长成长计划的推进和落地，赋能站长，通过站长文化活动的运营打造站长群体的组织归属感； 4. 负责驿站运营管理相关产品的需求提炼，总部产品的区域落地以及运营，通过三位一体机制，提升团队整体产品能力和意识。,1. 具备3年以上的互联网线上线下运营经验，有商家运营，产品运营，规则运营相关经验；具备校园业务场景经验者尤佳； 2. 具备较强的运营和商业sense，有经营意识和较好的数据分析能力，有一定产品思维； 3. 学习能力强，思路开阔，逻辑清晰，具备较强的总结归纳和突破创新能力； 4. 具体较强的沟通协同能力，能够认真听取他人意见 ；善于资源获取与完成跨团队合作； 5. 创新能力，良好洞察力，善于在冗杂的事项中发现核心价值，进行优化和推广。,,Alibaba,"Xi'an,Shaanxi,China",中原&西北大区,2022-06-24 14:38:31
283,Damo Academy NLP Research Scientist Singapore,jEljL%2F1ItQufCEabLJrqpw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=jEljL%2F1ItQufCEabLJrqpw%3D%3D,"Machine Intelligence at DAMO, Alibaba Group, has hundreds of researchers and engineers, works on creating disruptive AI technologies that could solve important problems of the society on speech processing, language processing, image / video analytics, and optimization & decision making. Its Language Technology Lab is committed to the R&D of natural language processing (NLP) technologies. As part of the Machine Intelligence Research Sector, the Language Technology Lab provides the Alibaba economy with basic NLP technologies, dialog intelligence, applied algorithms, machine translation, and content search and recommendation. These technologies power a myriad of applications that are used by thousands of business partners across the Alibaba economy, helping them translate trillions of words on a daily basis. The lab provides services to thousands of partners and external customers from key sectors such as e-commerce, justice, healthcare, and telecommunications. Language Technology Lab: [URL]","1. Master or Ph. D. degree from related areas, and 3+ years working experience in NLP, Machine Learning, etc. 2. Good publication records in top-tier conferences, such as ACL, EMNLP, NAACL, NIPS, ICLR, ICML, AAAI, IJCAI, SIGIR, KDD, WWW, etc. 3. Good programming skills, familiar with deep learning models and major deep learning programming frameworks. 4. Self-driven, innovative, collaborative, good communication and presentation skills.",,Alibaba,"Singapore,Singapore",多语言NLP应用算法,2022-04-08 07:29:44
284,Ant Group Credit Management Manager Anext Bank,X78AlBWg9iVuWpowotsAxg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=X78AlBWg9iVuWpowotsAxg%3D%3D,"- Understand how the Bank’s risk appetite and risk culture should be considered in day to day activities and decisions - Implement collection strategies and key processes for the Collections Team - Design and coordinate the implementation of systems requirements for collections, reporting requirements and ensure high levels of automation - Perform the Collections Function on a day-to-day basis including skip tracing and liaison with external agencies including engagement with debt collection agencies to institute collection strategies - Develop, maintain and monitor the KPIs for external agencies - Conduct daily portfolio monitoring and regular reviews on delinquent accounts - Assess and recommend remedial actions on distress accounts for approval - Assess and prepare accounts for write off - Manage collection complaints and develop resolution timeframe and benchmarks - Prepare reporting dashboards (including but not limited to delinquency trends, flow rate velocity, recovery indicators, forecasting and making provisions for loan impairments) for management’s review - Recommending appropriate Loan classification for each distress borrower - Initiating Legal Proceedings on problem credits where applicable - Optimise digital collection strategies and review effectiveness against cost impact - Conduct lessons learnt and training activities to promote risk / control awareness","- Bachelor Degree or above with minimally 3-5 years of relevant collections experience preferably in SME / Business Banking - Experience with Statistical models and ideally AI models in collections - Strong analytical and writing skills - Strong knowledge of industries and economic environment in the region - Familiar with MAS regulations such as MAS Notice 612, MAS guideline on Risk Management Practices and other relevant regulations - Proficient in English and Mandarin to communicate with Mandarin-speaking stakeholders",,Alibaba,"Singapore,Singapore",信贷风险,2022-04-04 10:44:10
285,Ant Group Legal Counsel London,iHks0msxONiHpoF8us%2FOOg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=iHks0msxONiHpoF8us%2FOOg%3D%3D,"We are seeking a Legal Counsel with strong regulatory and commercial background to join our team in London. You will work closely with all areas of the business and take a collaborative approach to solving complex legal challenges. Key Responsibilities: Understand and translate the directives, laws, and regulations that apply to payment networks, payment schemes, and other participants in the payments industry. Provide clear, timely and actionable legal advice to cross-functional stakeholders on products and features being developed and launched by UK and EEA e-money institutions. Act as a trusted advisor to management on key regulatory matters impacting the business across the EMEA region. Identify productivity improvements and help deliver process change. Help the business continue to expand internationally; researching and evaluating new territories and providing creative, proactive and results-oriented advice.","Solicitor (UK / European qualified is advantageous) with 5+ years PQE in financial or payment services in either a law firm or in-house legal position. Significant experience drafting and negotiating complex commercial agreements, with strong technology background preferred. Experience in providing legal and regulatory advice for UK or EEA-based e-money or payment institutions. Familiarity with European directives, laws and regulations impacting financial services, particularly within payments sector. Strong interpersonal, organisational, and verbal and written communication skills with the ability to explain complex issues. Experience of proactively identifying key legal and / or regulatory risks. Prioritise and manage multiple tasks and work to tight deadlines in a fast-paced environment. Ability to work autonomously.",,Alibaba,"London,England,United Kingdom",国际法务,2022-06-01 18:52:20
286,蚂蚁集团 数字科技线 BaaS平台产品（高级）专家,btiVPb0LIIsU%2Fbv9bNlPGg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=btiVPb0LIIsU%2Fbv9bNlPGg%3D%3D,1、引领或有效推动区块链baas平台型的产品线发展 ，推动从“+区块链”到“区块链+”的商业应用革新 2、针对行业各竞对及市场趋势的调研和分析，提出基础平台产品的规划并负责实施落地 3、负责对区块链商业服务起关键作用的多条技术线能力的迭代升级和优化，协调各技术线间的发展节奏和发展协同关系，进行技术预研与商业化探索 4、面对商业诉求，提供产品运营能力和商业化产品专业支撑，确保蚂蚁区块链的技术优势足够领先，市场风向标身份凸显 5、负责协同外包或者生态伙伴，建设对客标准化的区块链数字网络服务 促进客户资产、业务和数据链上有效协同，促进G2G G2B B2B 的各类主体协同诉求，能通过蚂蚁区块链业务得到满足 6、洞察产品运营流程和体验路径，推动对客区块链数字化平台建设和治理 7、配合团队其它同学调研海外市场，判断市场空间，通过saas级产品协同业务部门达成业务突破,1、本科及以上学历，计算机、数学、AI等理工科专业毕业 2、在至少一个行业有较深入的沉淀，至少有5年以上产品经理经验，至少3年以上2B或平台产品经验，有产品商业化结果优秀者优先 3、熟悉区块链基础技术组成，熟悉云计算，有传统互联网 数据库、密码学、网络安全、通讯、运算技术方面的技术开发专业背景，如有区块链 开源引擎、共识机制、加密机制、网络安全中的一种或多种有实际的技术经验优先 4、对海外公链有自己的认识，熟悉web3项目者优先，性格开朗，有创业精神 5、有元宇宙概念落地经验、结合工具、流量、行业特征，设计和开发相应的创新平台产品经验者优先 6、有区块链平台产品经验优先 或 所参与平台有大量B类客户业务量的优先，有区块链行业应用经验优先，有大厂开放平台产品经验者优先,,Alibaba,"Shanghai,Shanghai,China",Baas产品部,2022-06-23 16:47:41
287,银泰商业 客服经理 温州乐清店,yq3AyxWo_L92eD4jT8Gi1A%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=yq3AyxWo_L92eD4jT8Gi1A%3D%3D,1、对客进行高质量主动服务，前置满足顾客需求； 2、对门店服务质量负责，为场内服务人员（导购 / 保安 / 保洁等）进行培训赋能及服务引领； 3、主动进行顾客视角的门店体验自查，发现问题并督促改善； 4、对客诉质量负责，处理线上线下重点客诉问题，并协助进行客诉管理； 5、通过服务建立客户档案，并维护运营；,1、本科及以上学历，为人乐观，性格开朗，形象好； 2、从事服务工作3年以上，拥有团队管理经验 / 体验管理经验 / 客户运营经验优先； 3、有主动服务意识及素养，善于察言观色，觉察顾客需求； 4、具备良好的沟通能力，善于通过沟通协同拿结果，有一定的培训技巧； 5、为人亲善，乐于亲听顾客声音，并有一定的心理学基础和审美情趣； 6、有丰富的客诉处理经验，并推动客诉管理；,,Alibaba,"Wenzhou,Zhejiang,China",客服部,2022-01-12 14:10:46
288,银泰商业 门店服务运营 金华江南店,%2F7hgHq80ZgPf1w389tOOxg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=%2F7hgHq80ZgPf1w389tOOxg%3D%3D,1、对客进行质量主动服务，前置满足顾客需求； 2、对门店服务质量负责，为场内服务人员（导购 / 保安 / 保洁等）进行培训赋能及服务引领； 3、主动进行顾客视角的门店体验自查，发现问题并督促改善； 4、对客诉质量负责，处理线上线下重点客诉问题，并协助进行客诉管理； 5、通过服务建立客户档案，并维护运营。,1、为人乐观，性格开朗，形象好； 2、从事服务工作3年以上，拥有团队管理经验 / 体验管理经验 / 客户运营经验优先； 3、有主动服务意识及素养，善于察言观色，觉察顾客需求； 4、具备良好的沟通能力，善于通过沟通协同拿结果，有一定的培训技巧； 5、为人亲善，乐于亲听顾客声音，并有一定的心理学基础和审美情趣； 6、有丰富的客诉处理经验，并推动客诉管理。,,Alibaba,"Jinhua,Zhejiang,China",客服部,2021-12-01 12:21:24
289,银泰商业 客服经理 顾客服务,c8XTOTGtNp_g0E7O_7_6sA%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=c8XTOTGtNp_g0E7O_7_6sA%3D%3D,1、负责团队管理及人员能力提升，包括但不限于基础接待服务、服务督导、会员运营等内容模块； 2、负责正逆向体验管理，包括正向顾客视角自主巡店发现问题，提炼梳理后推进优化；逆向数据端找寻核心卡点，并整体化推动改善等； 3、建立机制，沟通协调门店内外各种资源，确保顾客需求有效满足； 4、以客为先，长期亲听顾客声音，从顾客视角思考业务解法，敢于对损害顾客价值的行为规则发起挑战。,1、从事服务工作5年以上，拥有团队管理经验优先； 2、有体验管理相关经验，站在顾客视角思考问题； 3、具备良好的沟通能力，善于通过沟通协同拿结果； 4、为人亲善，乐于与人交流，亲听顾客声音，并有一定的心理学基础和审美情趣； 5、有数据分析能力，善于通过数据沉淀发现问题。,,Alibaba,"Jinhua,Zhejiang,China",金华之心店,2021-12-07 11:00:34
290,银泰商业 直播运营专员 西选,5l_kn6k7AGHOtIfqTFIabQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=5l_kn6k7AGHOtIfqTFIabQ%3D%3D,1-负责公司的抖音 / 微信视频账号的直播运营工作：包括制定直播计划、投流、运营流程； 2-负责公司抖音账号日常更新及养护方案制定，提升抖音账号影响力、粉丝数量及活跃度； 3-负责公司抖音素材编辑，快速反应热点、爆点、吸引眼球； 4-分析抖音运营数据，定期分析运营效果，优化运营策略； 岗位要求：有抖音账号运营经验，熟悉抖音平台流量规则，有自己的运营推广思路，能够独立策划、统筹、拍摄和制作短视频；思维敏捷，具有较强的抗压能力及沟通表达能力。,1-有1年以上抖音账号直播运营经验； 2-具备流量分析能力，有千川投流经验，熟悉抖音平台玩法规则和直播投流策略； 3-思维敏捷，具有较强的抗压能力及沟通表达能力。,,Alibaba,"Ningbo,Zhejiang,China",舟山临城店,2022-06-10 05:10:34
291,银泰商业 营运专员（2022届） 宁波天一店,Op%2Fn7Q_gtikhF9HtjtCsyg%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=Op%2Fn7Q_gtikhF9HtjtCsyg%3D%3D,1、货品管理：在门店营业部主管 / 经理的指导下，执行营运和商品规范管理工作，货品质量、库存、三信等管理、商品数字化、畅滞销分析等； 2、营销活动：负责所辖品牌供应商日常沟通管理及联络，落实所辖品牌促销活动计划、提供经营数据及活动后分析； 3、人员管理：做好营业员的日常管理及服务支持：检查管理、组织例会、店长会议等，组织各类培训； 4、卖场管理：做好卖场各类设施设备及环境卫生的检查，监督品牌进场施工，协调人货等各项资源，打造便利舒适安全的购物环境； 5、参与银泰新零售发展过程中各项创新工作，全域卖货、导购分佣、专柜直播、365会员等。,1、面向22届 / 23届校招毕业生，专业不限； 2、关注时尚，紧跟潮流，对商场营运管理有强烈的兴趣，有百货、电商、品牌公司实习经验优先； 3、沟通表达佳，组织协调强，熟练掌握各类办公软件； 4、每周实习时长不少于3天，有意愿长期实习优先。,,Alibaba,"Ningbo,Zhejiang,China",宁波天一店,2022-06-15 12:03:45
292,"Alibaba Cloud Intelligence Solutions Architect Manila, Philippines",T8DulAwxhQiGkhzKeZ4YsQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=T8DulAwxhQiGkhzKeZ4YsQ%3D%3D,"Alibaba Cloud Established In September 2009, Alibaba Cloud (Alibaba Cloud Computing) develops highly scalable cloud computing and data management services providing large and small businesses, financial institutions, governments and other organizations with flexible, cost-effective solutions to their networking and information needs. A business of the Alibaba Group, one of the world’s largest e-commerce companies, Alibaba Cloud operates the network that powers Alibaba’s extensive online and mobile commerce ecosystem, and sells a comprehensive suite of cloud-computing products and services. Background: Solutions Architect (SA) is a key pre-sales technical position in Alibaba Cloud international business division. Our SA’s are experienced cloud architects with comprehensive IT knowledge and industry insight and are, ultimately, the key to success on implementing projects. Solutions Architects are responsible for developing solutions in Alibaba Cloud and helping customers and partners to develop their applications and services on the Alibaba Cloud platform. Closely work with customers to ensure their cloud architecture is successfully implemented by assisting them in building their applications and services on the Alibaba Cloud platform. - Create and present solution architecture designs to C-level / senior personnel. - Responsible for understanding the unique requirements of customers and partners, and provide appropriate technical cloud solutions and architecture designs based on Alibaba Cloud cloud services. - Provide assistance to Alibaba Cloud customers and partners in migrating their existing IT system onto Alibaba Cloud platforms. This includes providing migration technique support for both applications and databases. - Responsible for demo development and testing Alibaba Cloud services.","- A background in IT, computer science and / or cloud computing with a good understanding of networking, servers, storage systems, enterprise applications and the cloud. - A minimum of 3 years experience working and consulting on enterprise architecture design and has a strong understanding of customer needs and requirements. Experience working or studying abroad is preferred. - Expert knowledge and understanding of cloud architecture design and familiar with architecture methodology and practice in internet based applications / websites. Must also be familiar with procedures and tools for application migration and cloud / virtualization solutions for enterprise customers. - Experience with Java / PHP / Python / Scala / Go / C++ development, familiar with JDBC, XML, Web Service and design patterns. Experience with Structs, Hibernate, Tomcat or Weblogic server. - Nice to have one of the industry experience from Game, E-Commerce, Genomic / Healthcare, Media, Travel, Education, IoT. . . - Experience with Redis / MySQL / PostgreSQL / NoSQL DB / Hadoop / Spark / Machine Learning. . . - Excellent writing, proofreading and editing skills. Able to create documentation that can express cloud architectures using text and diagrams. - Able to work under high pressure, a quick learner with a passion for cloud technology. Able to think strategically about businesses, products and technical challenges. - Good communication skills, a good team player and has professional attitude to work - Fluent English is required.",,Alibaba,"Manila,Philippines",菲律宾解决方案,2022-04-02 04:03:07
293,Cainiao Import Specialist Global Export,h21afl1ynrg5xJypr4uUZQ%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=h21afl1ynrg5xJypr4uUZQ%3D%3D,"-Responsible for filing T86 / Informal / Formal entry -Experience with Import Entry procedures rules and regulations for Air shipments -Receive and review documentation, to input and transmit data for CBP release of shipments -Handle the full clearance process from A-Z -Ability to identify products that are subject to PGA's -Possess the ability to classify products according to the HTSUSA -Experience working with CBP, FDA, USDA -Ability to work in a fast-paced environment, multitask and meet deadlines -Tracks inbound freight and prioritizes documents to ensure timely Entry filing -Handle FDA and USDA procedures -Perform other duties as assigned",-2+ Years in Freight Forwarding / Customs Brokerage industry -2+ Years in Entry Writing position -Ability to communicate in English and Chinese -Being able to work independently and part of a team -Knowledge of local and international carriers and routes -Able to cope under pressure and meet deadlines -Great organizational skills -Hybrid / Remote at west coast (PST) -Ability to navigate and work efficiently using IT software Desired Qualifications: -CCS or Prefer LCB but not required -Ability to commute to work -Flexible attitude towards work,,Alibaba,"San Francisco,California,United States",美向关务,2022-06-17 06:12:44
294,平头哥 AI算法与框架技术专家 杭州,%2FJLDGweNi4iPZsvnL6h33A%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=%2FJLDGweNi4iPZsvnL6h33A%3D%3D,"1. 在主流机器学习框架中集成AI芯片，并针对各类机器学习算法优化性能。 2. 设计和开发AI芯片专有的高性能通用开发库，提供定制的机器学习算法。 3. 分析和验证各类机器学习算法在AI芯片上的功能和性能，为芯片设计提供参考。 4. 设计和开发辅助调试基于AI芯片各类应用的工具集，为AI芯片客户提供支持。 1. Integrate AI chipset into main-stream machine learning framework and optimize AI algorithms for the chipset. 2. Design and develop a high-performance SDK for AI chip, and develop an intrinsic AI algorithms library. 3. Analysis and verify the functionality / performance of different AI algorithms on the chip, and give feedback to chipset design team. 4. Design and develop toolsets that help build AI applications based on the AI chip, and support AI chipset customers.","1. 硕士以上，计算机科学 / 电子工程 / 数学相关专业， 至少二年 / 五年工作经验。 2. 熟悉C / C++编程，熟悉Python编程，有Unix / Linux环境下开发经验。 3. 有深度学习 / 神经网络工作经历，熟悉一种或几种主流机器学习框架（如TensorFlow / Pytorch / Caffe等）。 4. 满足以下条件者优先： a. 熟悉计算机体系结构，有底层系统开发经验。 b. 拥有以下任何方面的经验者优先：计算机视觉, 视频处理与解析, 图片处理, 语音识别, 自然语言理解。 c. 有并行编程经验，如CUDA / OpenCL / OpenMP等。 d. 熟悉性能调优和性能量化分析。 e. 有编译器开发经验。 5. 良好的英语听说读写能力。 6. 沟通表达能力良好，富有事业心和团队合作精神。 1. Master or higher degree in CS / EE / Math or equivalent is required with minimum 2 / 5 years working experience. 2. Strong C / C++ and Python programming skills, and Unix / Linux development experience is required as well. 3. Experience on Machine-Learning and Neural Network is required, and at least being familiar with one major machine-learning framework(like Tensorflow, Pytorch, Caffe, etc. ). 4. Having these experience is a good plus: a. Strong background in computer architecture and development experience on low-level systems. b. Experience with any of following areas: computer vision, video processing and analysis, image processing, speech recognition, NLP. c. Experience on parallel programming such as CUDA / OpenCL / OpenMP etc. d. Experience on system performance tuning and analysis. e. Experience on compiler development. 5. Good oral, reading and writing skills in English. 6. Excellent communication skill, innovation and teamwork are also required.",,Alibaba,"Hangzhou,Zhejiang,China",框架算法平台,2020-11-26 09:57:25
295,蚂蚁集团 企业信用数据质量管控专家 上海,HkS%2F4NgMjH_7KR5gwrulnw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=HkS%2F4NgMjH_7KR5gwrulnw%3D%3D,1、基于企业信用业务模式需求，设计完整、客观、准确的数据质量和竞争力指标体系，搭建全局视角的数据质量管理监控体系，搭建业务分析体系，向上提供策略支持，并推动策略落地执行； 2、制定和迭代数据产品方案，包括但不限于数据可视化、用户行为轨迹、数据增长服务等； 3、调研用户，跟进数据需求：结合用户需求和产品现状，梳理数据逻辑，进行数据定义，撰写数据需求文档，推动底层数据建设方案的实施； 4、负责企业内核心数据标准、数据规范、口径管理，以及元数据管理、数据清洗等数据标准规范建设。,1、数学、统计、计算机、财务等相关专业背景，具备5年以上征信、数据产品、金融业相关工作经验，有企业征信从业背景的优先考虑； 2、熟练使用各种数据分析相关工具，能够分析海量数据； 3、对数据敏感且对处理大量数据有强烈兴趣，喜欢探索钻研，有独立思考的能力； 4、具有团队合作精神和跨团队沟通协作能力，能够较好地驱动团队落地工作，实现目标。,,Alibaba,"Shanghai,Shanghai,China",数据生态合作部,2022-05-30 12:41:49
296,Alibaba Group Buyer Growth Expert New York,SSt9uVOOUp3K3kCjrXeFqw%3D%3D,https://careers.alibaba.com/positionDetail.json?_api=getPositionDetail&_mock=false&positionId=SSt9uVOOUp3K3kCjrXeFqw%3D%3D,"Alibaba. com, the original business within Alibaba Group, is the largest B2B marketplace in the world. It connects 10 million+ active buyers and suppliers in over 180 countries and regions across 40 major product categories. Our NYC-based team is rapidly globalizing Alibaba. com, growing it for and among global customers (with an initial emphasis on North American customers), and leading it to triple-digit growth. We are expanding our products and services to help businesses operate more efficiently, grow more rapidly, and empower their local communities. Our team is diverse, collaborative, bold, and innovating in a $23. 9 trillion global B2B market Job Description: We are seeking a full-time B2B buyer growth professional to help build and expand our North America buyer business. This position requires an experienced buyer growth expert who can recognize new opportunities with both new and existing customers. Preferred candidate has a documented history successfully acquiring buyers for ecommerce companies. The ideal candidate must be self-motivated and have a strong proven track record with solid relationship skills. As a buyer growth product operation expert, you will have the opportunity to work in a startup environment while gaining valuable business experience at one of the world's largest and most admired companies – embracing aggressive goals, challenges, and new opportunities. To be successful in this role you must be a team player with the ability to wear multiple hats by working closely with the product, marketing, and BD teams across multiple geographic locations and time zones. '- Build and execute differentiated buyer growth strategies for various buyer segments with a focus on buyers in the US market - Analyze and understand customer needs, closely work with marketing and product teams to help customers grow businesses on Alibaba. com - Act as the liaison with US buyers, drive buyer engagement, help buyers fully leverage product features and tools available for them - Build relationship with business partners, identify business opportunities for new and existing buyers through partnerships - Collaborate with product design, user experience, technology, finance, legal, compliance and other cross functional teams to successfully launch and execute business projects / products.","- 5+ years of experience in buyer growth or product operations in ecommerce. - Good understanding of buyer / seller growth and retention strategies. - Written / oral communication skills, as well as the ability to present ideas in a clear and compelling manner. - Great organizational skills. Ability to absorb and organize large amounts of information and anticipate issues or conflicts as they come up. - Ability to work in a fast-paced business environment and thrive under pressure - Bachelor's Degree - Chinese / Mandarin preferred but not required",,Alibaba,"New York,New York,United States",美国本地买家运营,2022-06-01 07:27:41
