,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
588,Руководитель группы по работе с техническими средствами безопасности,9230,http://yandex.ru/jobs/vacancies/руководитель-группы-по-работе-с-техническими-средствами-безопасности-9230,"Мы продолжаем формировать команду безопасности в логистических центрах маркетплейса Яндекс Маркет. Ищем руководителя группы по работе с техническими средствами безопасности фулфилментов, основной задачей которого будет предотвращение нарушений на территории складов Маркета.","Что нужно делать: выявлять недобросовестные действия в отношении компании средствами СВН (проведение расследований); управлять большой командой специалистов, в том числе региональных; обрабатывать большое количество запросов и оперативно предоставлять информацию операционным подразделения компании; выстраивать новые процессы и формы контроля.","Мы ждем, что вы: имеете опыт работы с системами видеонаблюдения; имеете успешный опыт проведения расследований; эффективно управляете командой (больше 10 человек); знаете особенности складской логистики (приём, отгрузка, хранение товара); технически грамотны (уверенный пользователь MS Office); имеете аналитический склад ума; отлично работаете в команде.",Yandex,
589,Менеджер по развитию бизнеса в Яндекс Go,9229,http://yandex.ru/jobs/vacancies/менеджер-по-развитию-бизнеса-в-яндекс-go-9229,"Мы ищем харизматичного и уверенного в себе человека с опытом проведения переговоров и презентаций. Мы очень ценим самостоятельность, активность, умение стратегически мыслить, а также способность самообучаться. Если вы отличный аналитик, хорошо находите общий язык с людьми, умеете аргументированно и спокойно выражать свою позицию и хотите работать в компании мирового уровня — то мы ищем именно вас.",Что нужно делать: консультировать партнёров по вопросам сотрудничества и развития их бизнеса; своевременно обрабатывать письма и звонки партнёров; отслеживать и анализировать ключевые показатели партнёров; взаимодействовать с коллегами по команде и из других отделов компании; сообщать о проблемах ответственным за их решение; проводить встречи и переговоры с партнёрами; участвовать в кросс-функциональных проектах.,"Мы ждем, что вы: аналитически мыслите, внятно и грамотно говорите и пишете; способны слушать и аргументированно убеждать собеседника; умеете расставлять приоритеты и эффективно справляться с несколькими задачами одновременно; вели переговоры и занимались активными продажами; можете принимать оперативные и взвешенные решения в условиях неопределённости и быстрых изменений; владеете Excel и PowerPoint: работали с данными и умеете их правильно представлять; имеете водительский стаж более года; самоорганизованны, ответственны, исполнительны, коммуникабельны и упорны в достижении целей.",Yandex,
590,Финансовый аналитик в Медиасервисы,9228,http://yandex.ru/jobs/vacancies/финансовый-аналитик-в-медиасервисы-9228,"К Медиасервисам Яндекса относятся Музыка, Кинопоиск, Афиша и другие сервисы из экосистемы Яндекс Плюса — быстрорастущего бизнес-направления. У нас технически сложные продукты с разными моделями монетизации и пользовательскими сценариями, которые помогают организовывать и проводить досуг. Ищем финансового аналитика, который вместе с нами будет развивать сервисы для миллионов людей.","Что нужно делать: готовить и поддерживать долгосрочную модель по прогнозированию подписной выручки; готовить обновление еженедельных прогнозов по подписной выручке в разрезе тарифов и по другим направлениям; готовить подробную управленческую отчётность для топ-менеджеров компании; закрывать отчётный период по своим зонам ответственности в управленческом учёте; проводить план-фактный анализ, выявлять причины отклонений от бюджетных показателей; ежеквартально собирать, составлять и консолидировать бюджеты сервисов, подробно анализировать прогнозы, отвечать за методическую поддержку сотрудников во время бюджетирования; поддерживать и дорабатывать финансовые модели сервисов; моделировать и прогнозировать доходы сервисов, анализировать динамику монетизации; адаптировать управленческую отчётность к изменениям в компании по своим зонам ответственности; выстраивать и автоматизировать финансовые процессы; выполнять требования внутреннего контроля и внешнего аудита (SOX / GAAP).","Мы ждем, что вы: имеете высшее экономическое, финансовое или техническое образование; занимались финансовым анализом больше трёх лет; отлично знаете основные формы управленческой отчётности и взаимосвязи между ними (PL, CF, BS); продвинутый пользователь Excel: знаете формулы, сводные таблицы, анализ данных, диаграммы; отлично знаете PowerPoint, готовили презентации; знаете РСБУ и GAAP, принципы консолидации отчётности и аллокации затрат (ABC); строили сложные финансовые модели; понимаете, как работают и монетизируются интернет-сервисы; знаете английский язык на уровне Upper-Intermediate.",Yandex,
591,Инженер по тестированию в Дистрибуцию,9222,http://yandex.ru/jobs/vacancies/инженер-по-тестированию-в-дистрибуцию-9222,,Что нужно делать: проводить ручное тестирование десктопных приложений; составлять планы тестирования продукта; разрабатывать тест-кейсы и сценарии тестирования; контролировать качество приложений на всех этапах разработки; работать с системой отслеживания ошибок; взаимодействовать с командами разработки и технической поддержки; общаться с пользователями и воспроизводить их проблемы.,"Мы ждем, что вы: понимаете процесс разработки и жизненный цикл ПО; умеете анализировать проблемы, находить их причины и решения; способны полностью концентрироваться на проекте, а также быстро переключаться между проектами; усидчивы, внимательны, обладаете аналитическим складом ума.",Yandex,
592,Разработчик интерфейсов системы обработки видеопотоков,9183,http://yandex.ru/jobs/vacancies/разработчик-интерфейсов-системы-обработки-видеопотоков-9183,"Мы будем использовать распределенную систему обработки видеопотоков для развития внутренних сервисов Яндекса. Планируем активно применять компьютерное зрение. Мы ищем фронтенд-разработчиков для реализации интерфейсов, которые нужны для работы с видео и другими данными системы, а также для управления: настройки, конфигурирования и т. д.","Что нужно делать: декомпозировать задачи и реализовывать полученный план; превращать пожелания заказчиков в конкретные технические решения; активно сотрудничать с менеджерами и бэкенд-разработчиками; растить и развивать команду, если вы претендуете на руководящую роль.","Мы ждем, что вы: отлично знаете JavaScript; понимаете, как профилировать и оптимизировать веб-приложения; работали с React и Redux.",Yandex,
593,Разработчик инструментов машинного обучения в Yandex Cloud,8287,http://yandex.ru/jobs/vacancies/разработчик-инструментов-машинного-обучения-в-yandex-cloud-8287,"Наша команда разрабатывает инструменты, необходимые специалистам по Data Science для обучения нейросетевых моделей на десятках терабайтов данных и сотнях GPU, а также для контролируемой эксплуатации этих моделей в облаке и в контуре клиента. Например, нашей платформой пользуется сервис Yandex SpeechKit, который обеспечивает облачный синтез и распознавание голоса.","Что нужно делать: разрабатывать инструменты для лёгкого обучения современных нейросетевых моделей на мощностях суперкомпьютеров Яндекса (и Yandex Cloud); создавать сервис для эффективного инференса моделей машинного обучения (в том числе применение таких моделей, как BERT и GPT-3) на GPU и на CPU в облаке; развивать инструменты для автоматического переноса инференса из облака в инфраструктуру клиента — как в закрытую инфраструктуру, так и для применения на различных девайсах, например мобильных телефонах; заниматься исследованиями инструментов для инференса и обучения нейросетевых моделей с низкой точностью (int8, NVIDIA Ampere Structured Sparsity) и доводить их до продакшена; участвовать в развитии облачной платформы MLOps.","Мы ждем, что вы: знаете Java, Python или C++ и готовы использовать тот из языков, который наиболее эффективно будет решать конкретные задачи; знакомы с различными источниками данных: KV-хранилищами, реляционными БД, файловыми системами.",Yandex,
594,RnD-разработчик в команду инструментов машинного обучения,8262,http://yandex.ru/jobs/vacancies/rnd-разработчик-в-команду-инструментов-машинного-обучения-8262,"Ищем людей, которые помогут нам развивать и улучшать качество моделей машинного обучения. Вам предстоит работать над сервисом синтеза и распознавания голоса Yandex SpeechKit и в других направлениях. Приходите, если отлично знаете математику, обучали нейросетевые модели и знаете ML-фреймворки.","Что нужно делать: собирать и адаптировать обучающие сеты для моделей синтеза и распознавания голоса; автоматизировать пайплайны по сбору данных, обучению и эксплуатации моделей; исследовать архитектуры нейронных сетей и способы их обучения; исследовать и разрабатывать новые ML-модели, необходимые рынку; доводить успешные эксперименты до продакшена, поддерживать и развивать их на основе отзывов пользователей и запросов от бизнеса; разбирать недостатки используемых ML-моделей и устранять их; отслеживать и исправлять проблемы пользователей при работе с сервисом.","Мы ждем, что вы: знакомы с фреймворками для машинного обучения PyTorch, TensorFlow, обучали нейросетевые модели; хорошо знаете линейную алгебру, статистику, теорию вероятностей, базовые алгоритмы; проводили исследования от постановки задачи до защиты результата.",Yandex,
595,Старший разработчик в отдел облачной инфраструктуры,5994,http://yandex.ru/jobs/vacancies/старший-разработчик-в-отдел-облачной-инфраструктуры-5994,"Наша служба помогает разработчикам Яндекса разворачивать сервисы в облаке, а облаку — оставаться стабильным и удобным. Мы развиваем: систему событийного мониторинга, чтобы команды могли следить за здоровьем своих сервисов с минимальными задержками; систему уведомлений, которая отправляет SMS, сообщения в Telegram, занимается роботизированными обзвонами и т. д. ; систему по управлению облачным оборудованием, которая позволяет системным администраторам безопасно работать с серверами. Подробнее о наших основных подсистемах. Ищем разработчиков с опытом создания высоконагруженных масштабируемых систем, чтобы вместе строить, оптимизировать и развивать наши сервисы.",Что нужно делать: проектировать архитектуру и разрабатывать продуктовые фичи; разрабатывать сложные сценарии отправки уведомлений разным сервисам компании; адаптировать существующие проекты для запуска в Yandex Cloud.,"Мы ждем, что вы: пишете на Go или хотите его выучить; знаете классические алгоритмы и структуры данных; можете разобраться в чужом коде.",Yandex,
596,Бэкенд-разработчик Yandex DataLens,3169,http://yandex.ru/jobs/vacancies/бэкенд-разработчик-yandex-datalens-3169,Yandex DataLens — облачный сервис визуализации и анализа данных. За два года с момента публичного запуска DataLens стал лучшим масштабируемым облачным решением визуализации данных среди российских BI-решений*. Ежедневная аудитория сервиса составляет более 250 тысяч уникальных посетителей. *по данным исследования «BI-круг Громова 2021».,"Что нужно делать: создавать слои интеграции с новыми источниками данных, развивать существующие подключения; расширять возможности анализа данных вне зависимости от источников за счет постобработки данных на дополнительном уровне вычислений (так работают оконные, скользящие, временны́е функции); обеспечивать безопасность и масштабирование при условии кратного роста нагрузки.","Мы ждем, что вы: имеете опыт разработки Python с использованием Django / Flask / Tornado; имеете опыт работы с реляционными базами данных и популярными ORM-библиотеками; имеете опыт работы с нереляционными хранилищами; знаете основы VCS; знакомы с Docker.",Yandex,
597,Менеджер удалённых продаж в Яндекс Аренду,9219,http://yandex.ru/jobs/vacancies/менеджер-удалённых-продаж-в-яндекс-аренду-9219,"У Яндекс Аренды масштабные планы по охвату рынка аренды. Ищем менеджера удалённых продаж, который поможет нам их осуществить.",Что нужно делать: вести переговоры с «тёплыми» клиентами на различных этапах; выполнять план продаж; вести переписку с клиентами в чатах и мессенджерах; работать с AMO CRM.,"Мы ждем, что вы: работали в сфере продаж, телемаркетинга или в колл-центре; вели успешные переговоры с клиентами по телефону; умеете вести деловую переписку в чатах и мессенджерах; работали с CRM-системами и Google-таблицами; работали с возражениями клиентов; имеете ноутбук или настольный компьютер со стабильным скоростным интернетом.",Yandex,
598,Разработчик фронтенда в Путешествия,9217,http://yandex.ru/jobs/vacancies/разработчик-фронтенда-в-путешествия-9217,"Сервис Яндекс Путешествия помогает миллионам пользователей спланировать путешествие: уточнить расписание и купить билет на самолёт, поезд или автобус, найти и забронировать отель. Мы работаем по матричной схеме продуктовых и технических команд, чтобы и сохранять фокус на своём продукте и целях, и развивать техническую сторону проектов.","Что нужно делать: Разрабатывать новые фичи и проекты в рамках продукта: участвовать в жизни продукта, вносить экспертный опыт в работу над фичами, влиять на конечный результат; прорабатывать архитектуру продукта и инструментарий, который позволит эффективнее решать задачи. Исследовать и развивать инфраструктуру технических проектов: улучшать DX, скорость и удобство разработки; разрабатывать общие компоненты; прокачивать и поддерживать мониторинги сервиса; улучшать производительность кода; писать E2E-тесты, развивать тестовую инфраструктуру.","Мы ждем, что вы: любите фронтенд; работали с React, Redux, TypeScript; понимаете цели продукта и готовы влиять на него, а не просто пилите таски; способны договариваться с коллегами из других команд; хотите создавать удобные сервисы.",Yandex,
599,Старший продуктовый аналитик,9207,http://yandex.ru/jobs/vacancies/старший-продуктовый-аналитик-9207,"Crowd — это внутренний сервис, который решает бизнес-задачи продуктов Яндекса с помощью тысяч удалённых сотрудников. Они собирают и размечают данные, модерируют и тестируют контент, поддерживают пользователей, готовят тексты, графику и дизайн. Ищем старшего аналитика, который поможет выстроить процесс работы над продуктом на основе данных.","Что нужно делать: анализировать поведение пользователей; проводить А / В-тесты; создавать дашборды о пользователях и продуктах; участвовать в подготовке стратегических решений, касающихся продуктов.","Мы ждем, что вы: умеете видеть за числами физический смысл и находить причины явлений; критически смотрите на получаемые результаты; аргументированно отстаиваете собственную точку зрения и слышите чужие; быстро и живо мыслите, готовы учиться и брать на себя ответственность.",Yandex,
600,Продуктовый аналитик в финтех,7050,http://yandex.ru/jobs/vacancies/продуктовый-аналитик-в-финтех-7050,"Мы ищем в команду продуктового аналитика, чтобы вместе запустить новый продукт. У вас есть возможность участвовать в создании проектов с нуля для миллионов пользователей без легаси и поддержки уже готовых решений.","Что нужно делать: с нуля создавать для многомиллионной аудитории Яндекса удобные и классные финансовые инструменты; измерять их пользу для клиента и для Яндекса, защищаться от мошенников; надежно прогнозировать, куда мы движемся и с какой скоростью; получать и валидировать данные, необходимые для этого. Предстоит заниматься широким спектром аналитических задач: от построения метрик и AB-тестирования до прогнозного моделирования и антифрода. А еще — создавать понятные дашборды и выстраивать потоки нужных для аналитики данных.","Мы ждем, что вы: знаете тервер и матстат; имеете математическую культуру; уверенно владеете Python, SQL; работаете с Tableau или другими BI-системами.",Yandex,
601,Коммерческий аналитик в Еду,9205,http://yandex.ru/jobs/vacancies/коммерческий-аналитик-в-еду-9205,"Яндекс Еда — сервис доставки еды из кафе и ресторанов. Непростых и интересных задач у нас очень много, а цель одна: сделать лучший фудтех-продукт на рынке. Ваша главная задача — на основе точных расчётов помогать бизнесу принимать решения и анализировать их последствия.","Что нужно делать: экспериментировать с внедрением фич, которые улучшают продукт и повышают качество рекламы в приложении и на сайте Еды; участвовать в создании рекламных продуктов, помогать бизнесу оценивать их потенциал и искать точки роста; развивать систему метрик для отчётности перед партнёрами, строить дашборды и прогнозные модели.","Мы ждем, что вы: работали с данными, применяли методы маркетинговой и бизнес-аналитики в реальных задачах; хорошо помните и постоянно применяете в работе математическую статистику и вообще любите математику; пишете на Python и SQL; понимаете, как работает A / B-тестирование; умеете видеть за числами физический смысл и находить причины явлений; имеете представление об инструментах автоматической отчётности (в идеале — работали с DataLens).",Yandex,
602,Разработчик фронтенда в Дзен,9203,http://yandex.ru/jobs/vacancies/разработчик-фронтенда-в-дзен-9203,"Наша команда разрабатывает инструменты для авторов. У нас десятки тысяч глубоко вовлечённых в продукт пользователей. Они замечают и обсуждают каждое изменение сразу после выкатки, дают много фидбэка и создают сторонние расширения. Мы ищем фронтендера, который любит и заниматься продуктовой разработкой, и развивать рабочие инструменты. Нужно будет делать профессиональные интерфейсы: дашборд, статистику, управление блогом. Также вам предстоит развивать инструменты, которыми пользуются все команды Дзена и Яндекса: библиотеку компонентов, систему перевода интерфейсов, фреймворки для создания форм и взаимодействия с бэкендом.",,"Мы ждем, что вы: разрабатывали фронтенд больше двух лет; отлично знаете JavaScript и какой-нибудь из фреймворков; работали с Git.",Yandex,
603,Разработчик бэкенда в группу финансовой инфраструктуры,9202,http://yandex.ru/jobs/vacancies/разработчик-бэкенда-в-группу-финансовой-инфраструктуры-9202,"Сервисы фискальных данных — это часть финансовой инфраструктуры Яндекса. Мы отвечаем за формирование электронных чеков по всем платежам, проходящим через Яндекс, и их отправку в ФНС. Помогаем вести операционную деятельность компании и оказывать платные услуги Такси, Еде, Маркету и другим сервисам. У нашей команды два основных направления: кассы — аппараты, которые выбивают чеки, и ОФД, который доставляет чеки в ФНС. Ищем человека, которому доверим задачи по развитию ОФД. Специфика проекта: изолированное оборудование из-за требований сертификации; обработка миллионов чеков в день; технологический стек: Python, PostgreSQL, ClickHouse, YandexTable. Новые микросервисы планируем запускать на Go; повышенные требования к надёжности: сервис должен обеспечивать передачу чеков в ФНС без потерь и перебоев.",Что нужно делать: развивать сервис ОФД; изучить бизнес-процессы финансовой инфраструктуры; наравне с остальными членами команды принимать архитектурные решения для бизнес-задач.,"Мы ждем, что вы: хорошо знаете Python; знаете SQL, работали с базами данных; работали с Linux; аккуратны и внимательны к деталям; умеете тестировать собственный код; способны самостоятельно прорабатывать технические и / или архитектурные решения.",Yandex,
604,Разработчик на Python в Практикум,9199,http://yandex.ru/jobs/vacancies/разработчик-на-python-в-практикум-9199,"Наша команда отвечает за приём платежей и ведение финансового учёта на платформе Яндекс Практикум. Мы подключаем новые платёжные системы, проводим платежи, занимаемся учётом выручки и оформлением возвратов. Стремимся к тому, чтобы пользователи могли легко оплатить обучение в любой стране, где продаются наши курсы. Сейчас мы планируем выводить финансовые микросервисы из монолита.","Что нужно делать: решать задачи финансового учёта и интеграции с платёжными системами, продуктовые задачи, связанные с процессом оплаты; ускорять работу платформы; проектировать архитектуру и инфраструктуру для новых внешних и внутренних сервисов.","Мы ждем, что вы: занимались продуктовой разработки не меньше трёх лет; пишете на Python; знаете SQL и работали с реляционными базами данных; работали с Docker и с облачными сервисами AWS, Azure, Yandex Cloud; разрабатывали веб-сервисы.",Yandex,
605,Аналитик направления предотвращения мошенничества в Финтех,9106,http://yandex.ru/jobs/vacancies/аналитик-направления-предотвращения-мошенничества-в-финтех-9106,"Мы создаём платёжные продукты, сервисы и инструменты для управления личными финансами многомиллионной аудитории Яндекса. У нас атмосфера стартапа и динамично развивающийся коллектив. Одна из ключевых частей наших сервисов — выпуск и обслуживание банковских карт, процессинг операций по картам. Мы ищем аналитика в области мошеннических операций. Вы поможете нам настраивать и писать правила для системы мониторинга и предотвращения мошеннических операций в области карт и других электронных средств платежа.","Что нужно делать: разрабатывать антифрод-методы: поддерживать, оптимизировать, настраивать антифрод-правила в системе, контролировать их эффективность; выявлять мошеннические схемы, участвовать в улучшении и оптимизации систем фрод-мониторинга; работать с информационными системами платёжных систем.","Мы ждем, что вы: знаете базовые инструменты для работы с данными (SQL, Bash, regexp и т. п. ); использовали аналитические инструменты или языки программирования (Python, Kibana и т. п. ); понимаете общие принципы клиент-серверных систем, протоколов передачи сообщений (HTTP, очереди и т. п. ); работали аналитиком, желательно с мошенническими операциями в области карт или ДБО; знаете и понимаете основные принципы работы платёжных систем; готовы постоянно учиться и осваивать новые технологии и подходы.",Yandex,
606,Тестировщик карточного процессинга в Финтех,8931,http://yandex.ru/jobs/vacancies/тестировщик-карточного-процессинга-в-финтех-8931,Финтех-сервисы — молодой продукт со смелыми планами. Мы создаём удобные платёжные сервисы и инструменты для управления личными финансами многомиллионной аудитории Яндекса. У нас атмосфера стартапа и динамично развивающийся коллектив. Одна из ключевых частей наших сервисов — процессинг банковских карт. Мы ищем опытного инженера по тестированию. Вы поможете нам обеспечивать высокое качество карточных продуктов и надёжно и быстро внедрять изменения в процессинговую систему.,Что нужно делать: отвечать за качество карточных продуктов; участвовать в разработке стратегии тестирования; выстраивать регрессионную тестовую модель; разрабатывать тестовые сценарии и автотесты; выстраивать цикл автотестирования релизов; развивать инструменты автотестирования; взаимодействовать со смежными командами в ходе сквозного интеграционного тестирования.,"Мы ждем, что вы: работали с транзакционными симуляторами МПС; уверенно ориентируетесь в спецификациях Mastercard, Visa, НСПК; организовывали автотестирование; понимаете принципы построения регрессионных тестовых моделей; уверенно владеете языком SQL; свободно работаете с командной строкой Linux; готовы постоянно учиться и осваивать технологии.",Yandex,
607,Дата-инженер в Финтех,8379,http://yandex.ru/jobs/vacancies/дата-инженер-в-финтех-8379,"Финтех-сервисы — самое молодое и смелое направление Яндекса. Мы создаём удобные платёжные сервисы и инструменты для управления личными финансами многомиллионной аудитории Яндекса. Придерживаемся data-driven-подхода. Мы работаем с большими объёмами данных, и делать это надо быстро и правильно. Для этого нам нужно создать большую, безопасную и удобную аналитическую платформу. Мы ищем дата-инженеров для разработки DWH.","Что нужно делать: работать с базами данных SQL и NoSQL, масштабировать и шардировать их; обрабатывать массивы данных с учётом eventual consistency и других аспектов ACID; проектировать модели данных; продумывать отказоустойчивость системы: хранилище должно пережить всё, включая падение дата-центра и вторжение инопланетян; вместе с лидом команды проектировать архитектуру хранилища.","Мы ждем, что вы: пишете код на Python; работали с базами данных SQL и NoSQL; знакомы с брокерами сообщений (Kafka, RabbitMQ или что-то подобное); работали с инструментами Hadoop.",Yandex,
608,Руководитель команды разработки и развития банковской отчётности в Финтех,8249,http://yandex.ru/jobs/vacancies/руководитель-команды-разработки-и-развития-банковской-отчётности-в-финтех-8249,"Финтех-сервисы — молодой и перспективный продукт Яндекса. Мы создаём удобные платёжные сервисы и инструменты для управления личными финансами многомиллионной аудитории Яндекса. У нас атмосфера стартапа и динамично развивающаяся команда. Мы ищем сильного менеджера, который будет с нуля собирать команду и строить платформу для подготовки регуляторной отчётности. Нужно разбираться не только в механике, но и самой предметной области.",Что нужно делать: управлять командой и отвечать за её развитие; проводить собеседования и усиливать команду новыми сотрудниками; оценивать сроки реализации задач и отвечать за их выполнение; формировать техническую повестку развития ядра платформы хранения и обработки данных; взаимодействовать со смежными командами и с пользователями.,"Мы ждем, что вы: строили регуляторную отчётность банка; уверенно знаете Python; знаете SQL на уровне оптимизации запросов; проектировали DWH: слои, модели хранения данных, процессы ETL; больше года были техлидом команды; знаете основные алгоритмы и структуры данных, особенно используемые в работе с большими данными; понимаете принципы работы технологии распределённой обработки данных: Hadoop, MapReduce, ClickHouse, Greenplum, MPP.",Yandex,
