,title,internal_id,url,description,responsibilities,qualifications,company,publish_date
588,Специалист поддержки корпоративных клиентов (со знанием казахского языка) в Yandex Go,8886,http://yandex.ru/jobs/vacancies/специалист-поддержки-корпоративных-клиентов-со-знанием-казахского-языка-в-yandex-go-8886,"Ищем сотрудника, владеющего казахским языком, в проект поддержки корпоративных клиентов Yandex Go.","Что нужно делать:
 принимать и обрабатывать звонки пользователей Yandex Go (без продаж и поиска клиентов);
 помогать клиентам решать различные задачи;
 работать с внутренними программами и базами данных.","Мы ждем, что вы:
 свободно владеете казахским языком;
 грамотно и понятно говорите: небольшие речевые особенности некритичны, главное — чтобы вы могли сформулировать и донести свою мысль;
 вели переговоры и решали конфликтные ситуации с клиентами;
 знаете Microsoft Office;
 уверенно владеете компьютером и ориентируетесь в компьютерной технике;
 умеете самостоятельно спланировать и организовать рабочее время.",Yandex,
589,Data Scientist в Алису,2669,http://yandex.ru/jobs/vacancies/data-scientist-в-алису-2669,"Алиса — это виртуальный помощник и друг, который не только развлекает наших
 пользователей, но и упрощает решение бытовых задач. Алиса живет не только в колонках, приложениях Яндекса, но теперь и в телевизорах (Яндекс.ТВ, Яндекс.Модуль), и нам хочется делать Алису еще умнее и еще полезнее.
 В команду мы ищем data scientist, который умеет смотреть в неструктурированные данные и делать из них выводы, знает матстат и готов критически относиться к существующим метрикам и инструментам, пишет на Python, берет на себя ответственность за целостный проект и не требует четкого технического ТЗ.","Что нужно делать:
 строить новые, более чувствительные метрики качества Алисы и ее «умности», в том числе метрики с использованием краудсорсинговой платформы;
 придумывать метрики долгосрочного успеха и прогнозировать отложенный
 эффект, в чем бы он ни измерялся (timespent, retention, LTV, TVT);
 искать проблемы пользователей и помогать формулировать стратегию развития продукта и его качества;
 оценивать успешность и качество новых сценариев Алисы в различных устройствах;
 улучшать и поддерживать инфраструктуру процессов, делая их удобнее и проще.","Мы ждем, что вы:
 любите работать с данными и умеете извлекать из них практический результат;
 знаете математическую статистику и теорию вероятностей;
 умеете писать код на Python и знаете алгоритмы;
 самостоятельны и готовы браться за новые задачи, для которых нет готового решения.",Yandex,
590,Асессор со знанием иностранного языка,8882,http://yandex.ru/jobs/vacancies/асессор-со-знанием-иностранного-языка-8882,"Одно из главных направлений нашей работы — оценка данных. Мы ищем асессора со знанием иностранного языка, который будет классифицировать данные, оценивать корректность перевода и выполнять другие задачи, связанные с оценкой данных.","Что нужно делать:
 размечать и классифицировать данные на иностранном (одном из следующих: английский, французский, немецкий или испанский) и русском языках;
 оценивать корректность перевода.","Мы ждем, что вы:
 грамотны и внимательны к деталям;
 ответственны и способны к монотонной работе;
 знаете иностранный язык на уровне не ниже B2–С1;
 имеете компьютер с надёжным и быстрым доступом в интернет.",Yandex,
591,Разработчик приложений на Android в Яндекс.ТВ,8881,http://yandex.ru/jobs/vacancies/разработчик-приложений-на-android-в-яндекств-8881,"Яндекс.ТВ — платформа Smart TV, позволяющая быстро и удобно смотреть фильмы, сериалы и телепередачи, а также слушать музыку. Алиса и поиск Яндекса помогут найти видео в интернете, а искусственный интеллект выстроит персональные рекомендации контента. Наша платформа живёт в телевизорах партнёров и Яндекс.Модуле.
 Яндекс.ТВ — молодой продукт, но уже завоевал существенную долю рынка. Мы ставим перед собой самые смелые задачи и расширяем команду. Приходите к нам создавать будущее и строить экосистему умных устройств Яндекса!","Что нужно делать:
 разрабатывать на Kotlin, Java ключевые компоненты платформы Яндекс.ТВ;
 внедрять платформу Яндекс.ТВ на устройства;
 участвовать в поддержке новых телевизионных платформ;
 интегрировать в устройства голосового помощника Алису;
 участвовать в проектировании архитектуры экосистемы умных устройств Яндекса.","Мы ждем, что вы:
 хорошо знаете ОС Android;
 больше двух лет разрабатывали мобильные приложения для Android;
 знаете алгоритмы и структуры данных;
 занимались embedded-разработкой или интересуетесь ей.",Yandex,
592,Разработчик фронтенда в Плюс,8879,http://yandex.ru/jobs/vacancies/разработчик-фронтенда-в-плюс-8879,"Яндекс Плюс — это единая подписка на сервисы Яндекса, уникальный и сложный продукт. Плюс быстро растёт: у нас более 10 миллионов подписчиков, и мы не собираемся на этом останавливаться. Мы строим экосистему, которая станет драйвером роста Плюса как программы лояльности Яндекса. Наша цель — донести до людей преимущества Плюса, расширить кросс-сервисное использование, улучшить предложения сервисов в рамках Плюса.
 Мы пишем на TypeScript, используем React, GraphQL (Apollo Client), немного Redux, Node.js для серверного кода. Постоянно ищем способы повысить скорость и надёжность приложений. У нас сложная система сборки, многое автоматизировано, планируется ещё больше.
 Ищем разработчика фронтенда. Если интересно — ждём!","Что нужно делать:
 дорабатывать одностраничные приложения (SPA);
 расширять функциональность, оптимизировать скорость загрузки, закрывать техдолги;
 проектировать и создавать кастомизируемые виджеты;
 участвовать в выборе архитектуры библиотек, защищать свои решения.","Мы ждем, что вы:
 профессионально владеете JavaScript (или TypeScript), HTML и CSS;
 понимаете особенности SPA-приложений;
 знакомы с React;
 умеете пользоваться системой контроля версий Git.",Yandex,
593,iOS разработчик супераппа Яндекс,3472,http://yandex.ru/jobs/vacancies/ios-разработчик-супераппа-яндекс-3472,"Наша команда работает над супераппом Яндекс — визитной карточкой компании на мобильных устройствах. Суперапп предоставляет доступ к сервисам Яндекса и каждый день помогает десяткам миллионов пользователей решать свои задачи (смотреть фильмы, узнавать прогноз погоды, слушать музыку, заказывать еду...).
 Наш стек
 Мы работаем c Git и внутренним трекером задач, покрываем бизнес-логику юнит- и UI-тестами, используем код ревью и автоматизируем рутинные процессы при помощи инструментов и отдельной команды инфраструктуры.
 В iOS используем Swift и Objective-С, системные фреймворки iOS, стараемся следовать гайдлайнам Apple.
 При этом мы лояльно относимся к новым технологиям там, где они уместны. Любой член нашей команды может предложить, как улучшить технологическую составляющую проекта.","Что нужно делать:
 отвечать за разработку и поддержку своих фич, за сроки, стабильность, производительность и интеграцию с другими частями проекта;
 интегрировать сервисы компании (Еда, Мессенджер, Алиса, определитель номера и многие другие) в суперапп, улучшать взаимодействие супераппа с этими сервисами;
 разрабатывать современные, быстрые интерфейсы, чтобы улучшать пользовательский опыт;
 улучшать производительность и другие технические метрики.","Мы ждем, что вы:
 разрабатывали мобильные приложения и глубоко знаете SDK платформы;
 знаете современные принципы построения архитектуры мобильных приложений;
 знаете и умеете применять принципы многопоточного программирования.",Yandex,
594,Разработчик микросервисной платформы,7438,http://yandex.ru/jobs/vacancies/разработчик-микросервисной-платформы-7438,"На нашей микросервисной платформе работает много популярных сервисов Яндекса, таких как Такси, Еда, Лавка, Доставка. Миллионы людей (возможно, как и вы) пользуются ими каждый день.
 Бэкенд Яндекс Такси состоит из более чем 1 000 микросервисов, которые разрабатываются порядка 600 разработчиками. При таких объемах особенно остро встают вопросы упрощения создания и поддержки кода. Для этого был разработан специальный фреймворк Userver (фреймворк для написания асинхронных микросервисов), а также созданы разнообразные инструменты кодогенерации.
 В составе нашей команды вам предстоит развивать эти инструменты. Наши ближайшие цели - сделать Userver широко используемым инструментом для всех разработчиков Яндекс за пределами Яндекс Такси, а в будущем и во всем мире.
 На данный момент мы ищем в команду сильных старших разработчиков и техлидов.
 В разработке применяем Linux, Docker, Git, C++, Python, Java/Kotlin, Go.","Что нужно делать:Вам предстоит разрабатывать:
 
 Средства, ускоряющие написание кода и документирование сервисов:
 
 
 языконезависимое описание API контракта сервиса;
 кодогенерацию реализации для всех популярных языков программирования;
 модули интеграции с основными облачными сервисами Яндекса, балансировкой нагрузки, пользовательской и межсервисной аутентификацией, популярными хранилищами данных, денежными платежами;
 инструменты логирования и протоколирования;
 автогенерацию документации.
 
 
 
 Средства, ускоряющие развёртывание и релизный цикл сервиса, CI/CD, автоматизацию функционального, нагрузочного и интеграционного тестирования, инструменты A/B-тестирования и канареечных релизов.
 
 
 Средства, которые упрощают эксплуатацию и сопровождение сервиса и позволяют:
 
 
 
 проводить аудит изменений;
 отслеживать работоспособность, выявлять проблемы;
 автоматически реагировать на инциденты;
 автоматически оценивать доступность сервиса.","Мы ждем, что вы:
 уверенно программируете на C++/ Python;
 знакомы с основами бэкенд-разработки.",Yandex,
595,Маркетинговый аналитик в Практикум,8863,http://yandex.ru/jobs/vacancies/маркетинговый-аналитик-в-практикум-8863,,"Что нужно делать:
 искать точки роста в каналах (определение рекламных кампаний и адсетов, куда необходимо вложить бюджет для максимизации прибыли; провязка PR и продаж и т. д.);
 настраивать Google Analytics и дашборды;
 проводить аналитику экспериментов для повышения конверсии на лендинге;
 рассчитывать маркетинговые показатели юнит-экономики (ROMI, CAC, CPA);
 проводить сегментацию аудитории на основе данных;
 создавать систему опережающих метрик, оценивать качество трафика;
 рассчитывать разные модели атрибуции, которые отвечают требованиям команды маркетинга.","Мы ждем, что вы:
 имеете опыт работы маркетинговым аналитиком;
 настраивали различные модели атрибуции;
 понимаете основы теории вероятностей и математической статистики;
 имеете опыт проектирования и проведения экспериментов;
 знаете SQL на уровне продвинутых запросов;
 имеете навыки построения аналитической отчётности, дашбордов, использования BI-инструментов;
 умеете работать с Google Analytics, Google Tag Manager на продвинутом уровне (в том числе с API Google Analytics);
 хорошо понимаете инструменты перформанс-маркетинга: Google Ads, Facebook Ads (в том числе работа с API этих сервисов);
 имеете опыт настройки веб-аналитики.",Yandex,
596,Разработчик MongoDB в Yandex.Cloud,7284,http://yandex.ru/jobs/vacancies/разработчик-mongodb-в-yandexcloud-7284,"Мы разрабатываем платформу управляемой базы данных MongoDB в Yandex.Cloud. В общедоступной версии MongoDB нет целого ряда функциональных возможностей, которые обеспечивали бы надежность сервиса. Наша цель — предоставить самодостаточный и надежный сервис, чтобы пользователь мог сосредоточиться на задачах разработки, не углубляясь в специфику СУБД. Например, одна из задач, над которой работает наша команда, — восстановление из бэкапа на заданную точку во времени.","Что нужно делать:
 разрабатывать MongoDB и инфраструктуру для работы БД;
 разбираться в тонкостях работы БД, искать узкие места;
 развивать управляемую платформу MongoDB;
 участвовать в разработке open-source-проектов.","Мы ждем, что вы:
 хорошо знаете С++;
 готовы писать на C++ и Go;
 знаете классические алгоритмы и структуры данных;
 разбираетесь во внутренних механизмах работы СУБД;
 умеете исследовать сложные проблемы и работать в команде.",Yandex,
597,Разработчик в S3,3177,http://yandex.ru/jobs/vacancies/разработчик-в-s3-3177,"Yandex Object Storage (S3 API compatible) позволяет хранить и раздавать любой объем данных в любое время из любой точки мира. Его используют как внутренние сервисы Яндекса, так и клиенты Yandex.Cloud.
 Сервис активно растет, постоянно появляются новые клиенты, что требует от сервиса возможности стабильно обрабатывать десятки и сотни тысяч запросов в секунду с минимальными задержками, уметь хранить сотни миллиардов файлов и сотни петабайт данных и больше.
 Перед нами стоят задачи:
 
 развития функциональности сервиса, включая поддержку Amazon S3 API и расширение собственного API;
 оптимизации производительности;
 постоянного улучшения стабильности сервиса.
 
 Мы ищем бэкенд-разработчика, который будет всесторонне развивать и улучшать сервис.","Что нужно делать:Вам предстоит работать над новыми функциональными возможностями сервиса, такими как:
 
 CDN;
 FTP, NFS, SMB доступ к Object Storage;
 SDK и gRPC API;
 интеграция с сервисами Yandex.Cloud (KMS, IAM, Terraform и другие).","Мы ждем, что вы:
 отлично знаете Go;
 имеете хорошие коммуникативные навыки (умеете обосновать предлагаемое решение и обсудить детали реализации);
 имеете опыт разработки сетевых, многопоточных и асинхронных приложений;
 ответственны и аккуратны;
 имеете опыт работы с SQL.",Yandex,
598,Инженер DevOps/SRE в Толоку,8637,http://yandex.ru/jobs/vacancies/инженер-devopssre-в-толоку-8637,"Толока — это краудсорсинговая платформа, на которой миллионы людей по всему миру размечают и обрабатывают данные для наших глобальных клиентов: маркетплейсов, банков, производственных, розничных и IT-компаний. Результаты используются в машинном обучении, исследованиях, тестировании, технической поддержке и модерации контента.
 Мы запускаем новые сервисы и масштабируем продукт. Работаем в небольших продуктовых командах, которые ориентированы на результат. У нас множество классных идей, для реализации которых мы ищем новых людей. Ждём опытного и решительного DevOps-инженера, который не только сможет решать поставленные задачи, но и обогатит нашу команду своими знаниями, компетенциями и опытом.
 Особенности нашего проекта:
 
 стек технологий: микросервисная архитектура, код на Java и Kotlin, использование PostgreSQL, MongoDB, ClickHouse, Redis, ZooKeeper;
 планируем мигрировать из дата-центров Яндекса и других провайдеров в независимую от Яндекса инфраструктуру;
 разработка в небольших кросс-функциональных командах плюс отдельная инфраструктурная группа, которая отвечает за масштабирование и надёжность, ведёт крупные архитектурные проекты;
 бэкенд-разработчики занимаются и вопросами эксплуатации: участвуют в недельных дежурствах, выкладывают релизы;
 подход Infrastructure-as-Сode (IAC), внутренний инструмент для автоматизации релизов.","Что нужно делать:
 развивать и внедрять новые практики DevOps и SRE;
 развивать CI/CD, оптимизировать time-to-market;
 совместно с разработчиками переводить инфраструктуру в облачные решения, независимые от Яндекса;
 участвовать в процессах по повышению надёжности, масштабируемости и отказоустойчивости сервиса.","Мы ждем, что вы:
 работаете с Unix-системами больше двух лет;
 внедряли и поддерживали процессы CI/CD;
 знакомы с микросервисной архитектурой;
 понимаете особенности работы высоконагруженных распределённых систем;
 обладаете здоровым перфекционизмом и хотите сделать мир лучше.",Yandex,
599,Старший CRM-аналитик,8115,http://yandex.ru/jobs/vacancies/старший-crm-аналитик-8115,"Сервис Яндекс Еда активно развивается, и сейчас нашей команде маркетинга очень нужен CRM-аналитик.","Что нужно делать:
 разработать и организовать весь процесс работы с данными по клиентам и их действиям: поиск, получение, мэтчинг, хранение, агрегация, анализ, интерпретация, визуализация;
 обеспечить поддержку процесса формирования, заведения и отправки, мониторинга и анализа CRM-коммуникаций для B2B2C-приложения;
 решать разнообразные, в том числе нестандартные, задачи.","Мы ждем, что вы:
 знакомы с разработкой базы данных MySQL;
 знакомы с анализом данных в Microsoft Power BI и Python для поиска взаимосвязей и формулирования гипотез;
 имеете опыт в аналитическом сопровождении исследований и экспериментов, в тестирование гипотез (в т. ч. определение размера выборки, оценка значимости полученных результатов);
 разрабатывали системы сквозной аналитики, работали с атрибуцией;
 имеете опыт автоматизации типовых аналитических процессов;
 имеете опыт работы с SQL: JOIN, GROUP BY, оконные функции, подзапросы. Опыт оптимизация запросов;
 знаете Python и его основные библиотеки для работы с данными: numpy, pandas, scipy, sklearn, statsmodels;
 имеете опыт работы с BI-системами (создание интерактивных отчётов и дашбордов,
 понимание математической статистики, знание статистических методов для оценки результатов A/B-тестирования — необходимо сопровождать проведение исследований, экспериментов, объяснять сложные вещи простым языком, делать выводы);
 имеете понимаете UNIT-экономики и знаете основные бизнес-метрики (ROMI, LTV, CRR и т. д.).",Yandex,
600,Инженер по развитию и поддержке авторизационного обслуживания банковских карт в Финтех,8846,http://yandex.ru/jobs/vacancies/инженер-по-развитию-и-поддержке-авторизационного-обслуживания-банковских-карт-в-финтех-8846,"Финтех-сервисы — молодой продукт со смелыми планами. Мы создаём удобные платёжные сервисы и инструменты для управления личными финансами многомиллионной аудитории Яндекса. У нас атмосфера стартапа и динамично развивающийся коллектив.
 Одна из ключевых частей наших сервисов — процессинг банковских карт. Мы ищем опытного инженера, который поможет нам построить лучшую процессинговую систему на рынке, обеспечит её стабильную и эффективную работу 24 × 7 × 365, надёжное и быстрое внедрение изменений, прозрачный мониторинг производительности и доступности.","Что нужно делать:
 отвечать за доступность и производительность процессинговой системы;
 участвовать в выборе архитектурных решений;
 обеспечивать прозрачный мониторинг сервисов процессинга;
 проводить нагрузочное тестирование и планировать объёмы облачных ресурсов;
 выстраивать автоматизацию сборки и развёртывания релизов;
 развивать инструменты автоматизированного тестирования;
 оптимизировать использование облачной инфраструктуры.","Мы ждем, что вы:
 больше трёх лет работали с высокодоступными online-сервисами;
 организовывали мониторинг прикладных метрик;
 самостоятельно проводили нагрузочное тестирование и участвовали в оптимизации производительности;
 умеете эксплуатировать Java-приложения в облачной инфраструктуре;
 работали с PostgreSQL, уверенно владеете SQL;
 свободно работаете с командной строкой Linux;
 хорошо знакомы с системами контроля версий исходного кода;
 готовы постоянно учиться и осваивать технологии.",Yandex,
601,Аналитик ИБ,8821,http://yandex.ru/jobs/vacancies/аналитик-иб-8821,Приглашаем принять участие в новом проекте — G-Cloud. Платформа предназначена для размещения государственных информационных систем на базе инфраструктуры и сервисов Yandex.Cloud.,"Что нужно делать:
 разрабатывать регламенты по управлению ИБ в сегменте G-Cloud с учётом требований регуляторов;
 разрабатывать требования к СЗИ/СКЗИ с учётом требований регуляторов, потребностей клиентов и особенностей работы сервисов Облака;
 разрабатывать технические документы для сертификации продуктов по требованиям ИБ;
 отвечать за подготовку конкурсов, массовые закупки для кластера, актуализацию лицензий в будущем;
 Оказывать помощь в аттестации (ФЗ-152) и ежеквартальной актуализации состава оборудования;
 разрабатывать регламенты и процессы в области эксплуатации СЗИ/СКЗИ.","Мы ждем, что вы:
 знакомы с нормативной документацией по защите ПДн и ГИС;
 имеете опыт проектирования системы защиты с использованием российских СЗИ и ГИС;
 имеете опыт разработки регламентов в области безопасности;
 имеете опыт работы с СУБД MySql, Posgres или другими. Знаете SQL для поиска информации в БД.",Yandex,
602,Аналитик эффективности платформы Яндекс Плюс,8810,http://yandex.ru/jobs/vacancies/аналитик-эффективности-платформы-яндекс-плюс-8810,"Яндекс Плюс — это большой экосистемный проект, объединяющий сразу несколько сервисов: Музыку, Кинопоиск, Go, Маркет, Еду, Лавку и другие. Это возможность поработать сразу с несколькими продуктами компании, а также детально погрузиться в две бизнес-модели: подписную и транзакционную. За три года с запуска мы выросли от сотен тысяч подписчиков до 12 миллионов и стали самой большой экосистемной подпиской в России по числу подписчиков. А дальнейшие планы роста ещё более грандиозные.
 Бизнес растёт, и мы осознаём важность системного подхода в аналитике Яндекс Плюса как платформы. «Под капотом» у нас огромный багаж знаний и опыта в различных механиках, и в большинстве из них мы являемся первопроходцами на рынке. Пришло время объединить это в единую функцию.
 Аналитик эффективности платформы будет отвечать на следующие вопросы:
 
 какое оптимальное предложение (оффер) сделать пользователю: в оффер входит длина триала, цена, баллы, типы предоставляемых сервисов;
 какие скидки давать пользователям на подписку, и в какой форме (регулярная, разовая, кешбэк);
 в каких регионах и насколько мы можем увеличить своё присутствие, а главное, за счёт чего;
 как повысить эффективность (GMV по экосистеме), уменьшить отток и стимулировать кросс-сервисность.
 
 Мы ищем лидера, который возглавит важное направление и будет повышать эффективность платформы в крупной компании. У вас будет возможность нанимать команду и напрямую влиять на стратегические планы развития направления.",,"Мы ждем, что вы:
 успели поработать аналитиком несколько лет и решали задачи, которые улучшили бизнес-метрики;
 умеете систематизировать поток разнородных задач в понятные блоки и направления;
 способны объединять финансовые и аналитические термины: нам не страшны такие термины, как EBITDA, ARPU и RevShare;
 умеете объяснять сложное простыми словами;
 занимаете активную позицию и не боитесь защищать свою точку зрения.",Yandex,
603,Руководитель в службу поддержки Яндекс Плюса,8800,http://yandex.ru/jobs/vacancies/руководитель-в-службу-поддержки-яндекс-плюса-8800,"Яндекс Плюс — это единая подписка на сервисы Яндекса, уникальный и сложный продукт. У Плюса миллионы подписчиков и грандиозные планы роста. Одна из ключевых задач — сделать Плюс понятным и прозрачным для пользователя. Поэтому мы ищем сильного и опытного менеджера, который сможет управлять большой командой поддержки и вместе с продуктовой группой улучшать сервис и пользовательский опыт.","Что нужно делать:
 руководить выполнением операционных метрик службы поддержки;
 выстраивать взаимодействие с продуктовыми командами, давать обратную связь по метрикам и доносить потребности пользователей до продуктовой команды;
 оптимизировать процессы поддержки, организовывать клиентский сервис в новых подписных продуктах;
 воплощать в жизнь долгосрочные проекты, ставить задачи смежным командам и контролировать их выполнение на основе метрик;
 управлять изменениями и внедрять новые инструменты в работу команды поддержки;
 формировать требования к функциональности внутреннего ПО для службы поддержки, совместно с командой продукта прорабатывать реализацию;
 взаимодействовать с операционными руководителями клиентского сервиса других подразделений Яндекса: договариваться о новых общих процессах, искать и находить компромиссы, быть адвокатом клиента с аргументированной позицией;
 анализировать большие объёмы данных, создавать метрики и работать с ними.","Мы ждем, что вы:
 руководили отделом B2C- и B2В-поддержки цифрового, IT- или финтех-продукта;
 cтроите доказательную базу на основе цифр и метрик;
 взаимодействовали с продуктовыми командами;
 умеете мотивировать команду на результат и прививать любовь службы поддержки к своему продукту;
 умеете описывать и оптимизировать бизнес-процессы, оценивать их эффективность;
 не боитесь задач с минимальными вводными, самостоятельно организуете процесс по их решению, знаете основы управления проектами;
 ясно формулируете проблемы, можете оценить их значимость и пути решения;
 делаете красивые презентации, лаконично доносите суть мысли, отстаиваете и обосновываете свою позицию без негатива;
 понимаете, что управление стейкхолдерами не пустое словосочетание, и легко договариваетесь с руководителями смежных команд;
 можете работать с большим объёмом информации и несколькими связанными продуктами одновременно.",Yandex,
604,Системный инженер Elasticsearch в Yandex Cloud,8504,http://yandex.ru/jobs/vacancies/системный-инженер-elasticsearch-в-yandex-cloud-8504,"Хранилище — основа любого современного сервиса, один из самых сложных и жизненно важных компонентов, для работы с которым нужны экспертные знания и опыт. Yandex.Cloud предлагает альтернативу: сервис управляемых автоматикой баз данных, который позволяет сосредоточиться на разработке, а не вникать в специфику СУБД. Наша автоматика пока не научилась писать сама себя, а поэтому мы ищем инженеров на одну из ключевых позиций сервиса — SRE.
 Вам предстоит решать задачи, связанные с работой сервиса управляемой Elasticsearch: обеспечивать бесперебойную самостоятельную работу кластеров, поддерживать возможности движка на платформе управления, участвовать в архитектурном обсуждении с позиции эксперта по эксплуатации.","Что нужно делать:
 решать проблемы эксплуатации Elasticsearch;
 повышать стабильность, отказоустойчивость и масштабируемость сервиса;
 активно участвовать в развитии сервиса.","Мы ждем, что вы:
 имеете опыт промышленной эксплуатации Unix-систем;
 работали с базами данных;
 умеете работать с системами управления конфигурацией Salt, Ansible и др.;
 пишете скрипты для автоматизации рутинной работы.",Yandex,
605,Разработчик сервисов безопасности на Go в Yandex.Cloud,8777,http://yandex.ru/jobs/vacancies/разработчик-сервисов-безопасности-на-go-в-yandexcloud-8777,"Наше подразделение разрабатывает сервисы, которые отвечают за безопасность внутренней инфраструктуры Yandex.Cloud. Среди них — сервисы по управлению и аудиту SSH-подключений, по мониторингу безопасности на хостах, по централизованному мониторингу обновлений безопасности ОС Linux и другие сервисы. А ещё мы отвечаем за разработку и эксплуатацию сервисов, которые защищают данные пользователей Yandex.Cloud: Key Management Service, Lockbox и Certificate Manager.","Что нужно делать:
 разрабатывать новые и улучшать существующие сервисы безопасности Yandex.Cloud на языке Go;
 проектировать и создавать новые схемы обеспечения и контроля безопасности инфраструктуры Yandex.Cloud.","Мы ждем, что вы:
 умеете и любите программировать на golang;
 разрабатывали и проектировали высоконагруженные отказоустойчивые бэкенд-системы;
 знакомы с современными системами хранения данных: реляционными СУБД, парадигмами OLTP, OLAP;
 уверенно пользуетесь командной строкой Linux;
 программировали на JVM-языках Java и Kotlin или хотите этому научиться;
 самостоятельны и ответственны, умеете работать в команде;
 интересуетесь вопросами компьютерной безопасности и хотите развиваться в этом направлении.",Yandex,
