,title,internal_id,url,description,responsibilities,qualifications,location,company,publish_date
1108,Системный администратор ARIS,4080779,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4080779,"Наша команда отвечает за развитие и сопровождение продукта класса Enterprise Architecture Management на базе (ARIS). Нашими пользователям являются бизнес-подразделения, корпоративные архитекторы, стратегия, финансы, ИТ-архитекторы, руководство и мы не собираемся останавливаться на достигнутом. Мы создаем единый комплекс инструментов для бизнеса и ИТ. Все технические решения, над которыми мы будем работать - относятся к различным направлениям функциональности EAM: бизнес-архитектуре, информационной архитектуре, архитектуре приложений, технической архитектуре, в том числе проектирование Enterprise / Solution решений, Governance, Collaboration и многое другое","Задачи: - мониторинг сопровождаемых автоматизированных систем; - поддержание бесперебойного функционирования сопровождаемой автоматизированных систем; - организация процедур по устранению инцидентов, возникших в работе автоматизированных систем; - сопровождение и администрирование автоматизированных систем; - выполнение консультационной поддержки внутренних пользователей; участие во внедрении новых версий прикладного программного обеспечения","Требования к кандидату: - высшее образование; - опыт сопровождения и администрирования высоконагруженных автоматизированных систем; - наличие навыков решения запросов, поступивших от первой линии поддержки; - наличие опыта устранения инцидентов, возникших в работе автоматизированных систем; - опыт работы с серверами приложений; - опыт работы с Linux подобными ОС; - знание BASH, CMD; - опыт работы с СУБД Oracle, PSQL; - опыт написания SQL-запросов; - понимание основных принципов построения отказоустойчивых систем с трехзвенной архитектурой; знание Ansible, Jenkins и опыт внедрения DevOps",Город Москва,Sber,2022-07-29 13:18:39
1109,Помощник брокера,4091235,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091235,"ООО «Страховой брокер Сбербанка» является дочерней компанией Сбербанка, 100% доли Уставного капитала Общества принадлежит ПАО Сбербанк. Основная цель нашей организации - обеспечить высокий уровень качества предоставления услуг для наших Клиентов, используя весь комплекс страховых услуг российского и зарубежного рынка. В данный момент мы находимся в поиске сотрудника на позицию Помощника брокера","Осуществление учета сделок в ПО Общества (заведение / закрытие сделок, контроль ответов СК-партнеров); Заведение информации по сделкам в ПО Общества в рамках идентификации клиентов согласно требованиям 115-ФЗ Осуществление технического содействия брокерам при формировании запросов на котировку (в т. ч. , заполнение Приложений к запросам на котировку имущества в части заполнения данных по объектам страхования); Обеспечение выполнения плановых показателей по продажам на вверенной территории по итогам квартала и года; Формирование типовых запросов на котировку и направление в СК для получения обратной связи, направление информации Брокеру для дальнейших коммуникаций с клиентами; Запрос / передача информации / документов клиенту / СК / Банку Фиксация любых обращений на стационарные телефоны Брокеров в период их отсутствия на рабочем месте (звонки КМ, СК, Клиентов), с последующим информированием Брокеров; Замещение Брокера на время его отсутствия (отпуск, больничный); Прочие технические задачи.","Опыт работы не менее 2-х лет в страховании; Опыт работы с имущественными видами страхования; Знание основных видов услуг в области страхования юридических и физических лиц, их достоинства и недостатки, продуктовое наполнение; Высшее образование (желательно экономическое); Высокий уровень коммуникативности; Клиентоориентированность; Умение работать с большим объемом информации.","Город Челябинск, Челябинская Область",Sber,2022-07-29 12:28:53
1110,Младший бизнес-аналитик,4091081,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091081,"Немного о направлении: Блок «Технологии» компании «Сбербанк» занимается разработкой, развитием, внедрением и поддержкой программного обеспечения для «Сбербанка России». Проекты: Разработка, внедрение и развитие Драйверных моделей планирования. Разработка выполняется на единой ИТ платформе, основанной на SAP BW 4 HANA, c разработкой пользовательских отчетов для управления финансовыми показателями в компоненте SAP BPC. Текущие проекты: - расчет финансового результата от кредитов физических лиц - расчет финансового результата от Программы лояльности Сбербанк «Спасибо». В проектах пересекается методология бухгалтерского учета, корпоративных финансов, бюджетирования.","анализ финансовых моделей, реализованных средствами Excel, с целью перекладки методологии расчета в единую модель планирования формирование постановок на реализацию разработчикам тестирование разработок и демонстрация их конечным пользователям формирование проектной документации: операционные инструкции, методология расчета.","Профессиональные качества: высшее экономическое образование аналитические способности, умение работать с большими объемами данных, разбираться в новой информации, внимание к деталям знание основ моделирования бизнес-процессов представление об общих принципах и правилах ведения баз данных опытный пользователь приложений Microsoft Office: excel, vba желательно, visio. Личные качества: стрессоустойчивость дружелюбность самостоятельность готовность к периодическим переработкам.",Город Москва,Sber,2022-07-29 14:01:06
1111,Менеджер по продаже зарплатных проектов,4090890,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090890,,Обязанности формировать планы мероприятий по привлечению юридических лиц на зарплатные проекты организовывать продажи зарплатных проектов и розничных продуктов осуществлять постпродажное обслуживание и сопровождение предприятий координировать работу по активации ранее заключенных зарплатных договоров взаимодействовать со смежными подразделениями банка формировать отчетность и подготавливать аналитические материалы реализовывать мотивационные программы.,Требования высшее образование (финансы / банки) опыт работы в сфере продаж банковских продуктов наличие навыков проведения презентаций и публичных выступлений опыт активных продаж от 1 года знание методики прямых и перекрестных продаж опыт ведения сложных переговоров и презентаций для массовой аудитории опыт проведения презентаций и работы с возражениями,"Город Казань, Татарстан Республика",Sber,2022-07-29 11:02:23
1112,Системный аналитик,4089392,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4089392,"Мы ищем талантливого системного аналитика в команду, которая занимается развитием информационной системы, выявляющей и предотвращающей фрод в кредитных процессах Банка.","Сбор, анализ и формирование требований Подготовка и согласование вариантов реализации Коммуникации с разработчиками для эффективной реализации задач; Работа с JIRA и Confluence Контроль реализации ПО и анализ ошибок Участие в ПСИ При разработке мы используем: - БД Oracle / PostgreSQL - Informatica PowerCenter - Микросервисы на Java / Kotlin - Web UI на React","Опыт работы на позиции системного аналитика в сфере IT от 2 лет; Опыт составления и согласования системных требований и проектной документации; Знание принципов разработки программного обеспечения Навыки работы с документацией Знание принципов REST / SOAP взаимодействий, очередей сообщений; Опыт работы с описанием API и процессов (sequence diagram, XSD, JSON-schema); Умение писать запросы на SQ Знание нотации BPMN, UML",Город Москва,Sber,2022-07-21 14:46:09
1113,Middle / Senior Data Scientist,4072131,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4072131,"Мы ищем ведущего специалиста по анализу данных, который присоединится к команде кампаний продаж Корпоративно- инвестиционного блока. Корпоративно-инвестиционный блок отвечает за работу с юридическими лицами и индивидуальными предпринимателями от микропредприятий до крупнейших. Основными продуктами являются банковские услуги (кредиты, расчетно-кассовое обслуживание, депозиты и т. д. ), а также аналитические услуги и юридическое сопровождение бизнеса. Наш стек: python, Spark, Hadoop, Hive, Docker, SQOOP, Oracle, PostgreSQL, Cassandra, Flink, Kafka, MEF","Наши основные проекты: - Разработка системы NRT / ONLINE рекомендаций - Идентификация похожих клиентов (Look-alike modelling) - Разработка ML моделей для прогнозирования оттока клиентов - Разработка ML моделей для прогнозирования результатов продаж корпоративных продуктов банка (успешная / неудачная продажа) - Совершенствование моделей стимулирования, направленных на увеличение конверсии банковского продукта в продажи, с использованием инновационного собственного триггерного подхода, основанного на предварительной обработке данных транзакционной активности клиента Над чем вы будете работать: - Проведите исследование пользовательского опыта, чтобы получить представление о продукте на основе данных с помощью clickstream и анализа данных внутренних систем. - Работа с большими массивами данных из различных источников для выявления закономерностей, аномалий, взаимосвязей и тенденций. - Разработка и проверка гипотез о продукте Задачи: - Анализ больших массивов данных для выявления тенденций, определения показателей производительности и выявления возможностей оптимизации; - Применение самых современные алгоритмы машинного обучения и статистических методов к большим наборам необработанных данных; - Улучшение моделей на основе существующих методологий путем разработки новых источников данных, тестирования усовершенствований модели и точной настройки параметров модели (настройка гиперпараметров, регуляризация и оптимизация); - Создание ML модели на всех этапах разработки, от проектирования до обучения, оценки и валидации, сотрудничество с инженерными командами для их внедрения в производственные системы; - Работа в тесном сотрудничестве с разработчиками над внедрением алгоритмов в производство; - Рассмотрение возможностей внедрения последних инновационных технологий в рабочие процессы; - Микро-менеджмент разработчиков команды, наставничество - Взаимодействие с DS лидером и бизнес-менеджерами, реальная возможность влиять на бизнес-процессы.","Мы ожидаем: - Страсть к науке о данных и инженерии, связанной с данными - Высшее образование в области прикладной математики, информационных технологий, компьютерных наук или смежных областях. Глубокое знание теории вероятностей и математической статистики - Глубокое знание методов машинного обучения, прогнозного моделирования и статистического анализа - Не менее 2 лет опыта работы в области анализа данных и ML - Опыт управления небольшими командами будет плюсом - Владение Python, Linux, методами больших данных - Знание алгоритмов и структур данных, опыт работы с SQL, Hadoop, Hive, Spark - Опыт работы как минимум с 2 библиотеками ML: Scikit-learn, Vowpal Wabbit, XGBoost, CatBoost, TensorFlow, Spark ML",Город Москва,Sber,2022-08-01 07:34:51
1114,Сервис-менеджер,4091064,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091064,,"разъездной характер работы обеспечение работы инженерных систем зданий и помещений: вентиляция и кондиционирование, системы бесперебойного электроснабжения (ИБП, ДГУ), системы электроснабжения, отопления, водоснабжения,системы диспетчеризации взаимодействие с подрядной организациями, контроль исполнения условий договоров, ведение претензионной работы заключение договоров, оплата счетов в рамках своих компетенций контролирует соблюдение стандартов качества предоставляемых услуг по своему направлению проводит плановые / внеплановые проверки и мероприятия по предотвращению и разрешению аварийных ситуаций взаимодействует с внутренними клиентами и внешними подрядчиками по вопросам ввода в эксплуатацию курируемых объектов / систем принимает решения и предоставляет экспертное заключение по ключевым отклонениям и аварийным ситуациям формирует ТЗ для закупок по своему направлению разрабатывает ВНД по своему направлению и контролирует их соблюдение организует работу функциональных подчиненных контролирует исполнение бюджета по своему направлению контроль исполнения заявок в программном обеспечении в рамках компетенций работа с большим массивом информации, заполнение таблиц, составление отчетов.","высшее профильное образование знание состава оборудования и принципов работы инженерных систем умение читать чертежи (электроснабжение, вентиляция, отопление и т. д. ) уверенный пользователь ПК, знание Microsoft Office (Word, Excel и др. ) наличие личного транспорта, готовность эксплуатировать в служебных целях.","Город Серпухов, Московская Область",Sber,2022-08-01 06:33:05
1115,Менеджер по сделкам с недвижимостью,4084646,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4084646,,"Телефонные переговоры с клиентами по одобренным заявкам; Помощь клиентам в подборе объектов недвижимости; Продажи дополнительных услуг; Собирает и классифицирует данные и документы по своему направлению и поддерживает их актуальность во внутренних системах Банка; Собирает и структурирует данные по своему направлению, формирует отчетность для руководства.","Высшее образование (Финансы / банки или Экономика / бухгалтерия); Стаж работы в финансово-банковской сфере, розничном бизнесе в продажах не менее 6 месяцев; Навыки телефонных продаж и работы с возражениями, навыки взаимодействия с разными типами клиентов; Знание Internet, компьютерных программ Microsoft Word, Excel, Power Point, СЭОДО, Outlook.","Город Казань, Татарстан Республика",Sber,2022-08-01 07:43:02
1116,Специалист,4091551,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091551,Временная должность в отделе зарплатных проектов,доставка ценностей и документов клиентам разной категории; выполнение дневного плана по количеству доставок; качественное консультирование клиента.,готовность к разъездному характеру работы; готовность работать по гибкому графику; умение общаться с людьми; презентационные навыки.,"Город Пермь, Пермский Край",Sber,2022-08-01 07:06:23
1117,Lead data scientist (Антифрод),4014850,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4014850,"Проект: Вам предстоит участвовать в развитии комплексной системы противодействия мошенничеству Сбербанка, которая обеспечивает защиту клиентов банка во всех каналах обслуживания от мобильных приложений и покупок в интернет до визитов клиентов в офисы. Эта система признана одной из лучших в мире: - Antifraud 2. 0 - Gold Winner 2021 in IPMA Global Project Excellence Awards in Large-Sized projects ( [URL] )","Разработка и развитие моделей и алгоритмов противодействия мошенничеству: скоринг транзакций для выявления фрода / «отмывания» средств, оценка риска сущностей (клиенты, устройства и пр. ), анализ и выявление связей, транзакционных аномалий и пр. ; Мониторинг и регулярный контроль качества работающих в пром. моделей; Анализ доступных источников данных и информации в них, оценка качества для решения задач; Обсуждение задач и методов их решения совместно с фрод-аналитиками и бизнес-заказчиками, формулирование гипотез и их проверка; Построение воспроизводимых и переиспользуемых решений для работы с данными и моделями; Взаимодействие с командами инженеров и участие в интеграции решений в промышленную эксплуатацию.","Хорошие знания Python 3 Опыт работа с Pandas, SQL, Spark / PySpark, Hive и др. инструментами для анализа малых и больших данных; Опыт использования ML библиотек и алгоритмов на Python (xgboost / lightgbm / catboost, sklearn, …), понимание особенностей и границ применимости; Знание мат. статистики и теории вероятностей, линейной алгебры, математического анализа; Опыт внедрения ML решений в бизнес процессы и доведение их до прома, последующий мониторинг; Хорошее понимание методов машинного обучения с точки зрения математики и умение адаптировать их под конкретные задачи; Опыт работы с Git; Опыт работы с Linux; Знание английского языка (чтение документации и статей). Будет плюсом: Знание Scala Знание одного из фреймворков DeepLearning (Keras / Tensorflow / PyTorch) Опыт автоматизации пайплайнов работы с данными (Airflow и др. ), а также ML-пайплайнов (DVC и др. ) Опыт работы с AutoML Опты работа в сфере противодействия мошенничеству / AML Опыт руководством группы DS из 2-3 человек",Город Москва,Sber,2022-08-01 08:17:32
1118,HR бизнес-партнер,4091596,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091596,Мы расширяем нашу команду и ищем HR бизнес партнера Службы заботы о клиентах в г. Нижний Новгород. Отличная возможность реализовать себя и добиться значимых результатов в профессиональной команде HR бизнес-партнёров у лучшего работодателя России!,"Управление HR-циклом одного из самых крупных каналов Сбера (численностью от 1000 чел. в территории) Работа с профессиональной бизнес-командой, экспертная поддержка руководителей в цикле управления персоналом и сотрудников по различным HR вопросам Участие в запуске и адаптации HR-процессов, внедрение лучших HR-практик и улучшений в рамках «Employee Journey» Реализация HR-проектов и бизнес-инициатив в территории Участие в создании эффективных команд, работа с мотивацией и вовлеченностью Выстраивание системы преемственности, развитие талантов и управленческого потенциала команды, лидирование цикла performance review Взаимодействие с внутренними центрами компетенций в территории: рекрутмент, HR admin, C&B, T&D Работа с HR-метриками и аналитикой, выявление зависимостей с бизнес-результатами, поиск возможностей для улучшений Участие в развитии корпоративной культуры и внутренних коммуникаций в команде","Опыт работы в качестве HR бизнес-партнера / HR generalist в крупных компаниях от 3 лет, опыт работы в HR от 5 лет Практическое знание всех направлений работы с персоналом (рекрутмент, HR admin, C&B, T&D). Важно быть в курсе трендов, разбираться во всех этапах жизненного цикла сотрудника в компании, предлагать инновационные решения, быть ориентированным на потребности бизнеса и людей. Опыт развития корпоративной культуры и эффективной команды Опыт управления организационной структурой, владение HR-метриками, цифрами Умение работать в условиях многозадачности, навыки управления проектами Личные качества: проактивность и гибкость мышления, отличные коммуникативные навыки, высокая клиентоориентированность. Зрелость, нацеленность на личностное и профессиональное развитие","Город Нижний Новгород, Нижегородская Область",Sber,2022-08-01 08:04:24
1119,Начальник управления по работе с партнерами и ИК,4054612,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4054612,,"Организация взаимодействия с партнерами Организация исполнения плана мероприятий, направленного на выполнение целевых показателей бизнес-плана Взаимодействие со смежными подразделениями Банка, ВСП и обеспечение экспертной поддержки с целью организации процесса продвижения кредитных продуктов в канале «Партнеры» и других каналах Контроль и анализ эффективности продаж через партнерский канал Организация обучения и оценки сотрудников по направлению деятельности подразделения совместно с сотрудниками кадровых служб Построение системы управления продажами в рамках партнерского канала на уровне ГОСБ Подготовка и декомпозиция до ГОСБ бизнес-планов в части партнерского канала Инициирование изменений и контроль по организации УРМ на площадках ВСП",Опыт работы на руководящей позиции в канале Розничный блок / Корпоративный блок Направленность на рост бизнес показаталей Формирование рабочей среды непрерывных улучшений Использование наставничества Следование стандартам компании Делегирование деятельности Вовлеченность в повседневную деятельность компании Отслеживание ключевых показателей эффективности Управление персоналом,"Город Чебоксары, Чувашская Республика - Чувашия",Sber,2022-08-01 08:59:39
1120,Full-stack Developer Senior,4068229,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4068229,В команду методологии кибербезопасности требуется лидер на направление разработки программных продуктов защиты конфиденциальной информации.,"Уверенное знание основ кибербезопасности: основные НПА, виды информации ограниченного доступа, основные процессы обеспечения КБ Понимание принципов функционирования основных средств и систем защиты (IRM, DLP, DAG и др. ) Уверенные знания HTML, CSS, JavaScript, React, Redux Мы используем следующие технологии: - Java 8 / 11 - Spring - Hibernate, JPA - React / Angular / Vue - Hadoop, Spark, Kafka, Elasticsearch - Oracle, PostgreSQL - OpenShift - Maven, git, Jira, Confluence, Jenkins","опыт разработки SPA приложений опыт работы с Node. js, D3. js понимание принципов построения REST API и опыт построения REST API на Express. js опыт использования MongoDB PostgreSQL опыт работы с Git или подобными",Город Москва,Sber,2022-08-01 08:32:02
1121,Senior / middle Java dev (Brokerage),4090410,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4090410,"Мы - финтех команда, разрабатывающая передовую брокерскую платформу. Мы выводим нашего брокера на новый уровень и создаем решения способные выдержать любую нагрузку и обеспечить доступность сервиса миллионам клиентов. Мы не поддерживаем legacy и полностью переосмысливаем все старые процессы.","Ищем: Java разработчика, готового создавать крутые технологические решения. Необходимо будет писать красивый и эффективный код, разрабатывать архитектуру, писать unit-тесты. Высокий профессионализм, нацеленность на результат, самостоятельность, организованность и ответственность – такие черты очень потребуются.","Требования От 3-х лет опыт в разработке высоконагруженных проектов, микросервисов. Опыт проектирования и разработки распределенных нагруженных систем, понимание принципов и идеологии EDA Знание принципов работы с очередями сообщений (желательно Apache Kafka) Желательно опыт работы с Kafka Streams Знание и опыт работы с Java 8+ а лучше Java 11+ (коллекции, stream, исключения, наследование и ООП) Знание принципов и опыт работы с реляционными БД (желательно Postgres) Знание Spring Framework, Boot, Web Опыт работы с форматами XML / JSON (желательно Protobuf) Опыт написания Unit-тестов, функциональных тестов Опыт работы с Git, Maven, Gradle Знание и опыт работы с k8s / OpenShift Большим преимуществом будет, если вы понимаете, как устроен бизнес глобальных рынков.",Город Москва,Sber,2022-08-01 11:32:48
1122,Эксперт (аналитик данных),4081227,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4081227,В команду Дивизиона &quot;Особенные решения&quot; Сбера требуется эксперт,"аналитика данных (результатов исследований, статистики) и создание выводов и гипотез на основе аналитики; создание удобных для пользователя инструментов аналитики (дашбордов, таблиц, панелей и т. д. ); организация и ведение работы в части выделенного направления (подготовка методических материалов, организация и проведение встреч с коллегами из других подразделений); работа с обращениями, расследование резонансных кейсов, работа с жалобами и благодарностями; формирование необходимой отчётности в зоне своей работы; подготовка материалов для обучения сотрудников подразделений и проведение обучения.","умение работать с большими объёмами данных для аналитики; создавать аналитические инструменты; знание методов обработки информации с применением технических средств; умение оформлять презентации и текстовый материал; развитые «гибкие» навыки (умение коммуницировать, работать в команде, креативность; высокий уровень эмпатии и эмоционального интеллекта в целом, хорошая речь, умение брать на себя ответственность, адаптивность к изменениям","Город Нижний Новгород, Нижегородская Область",Sber,2022-08-01 10:46:06
1123,Руководитель направления Центра DPO,4037592,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4037592,,"Обязанности: Формирование требований к обработке и защите ПДн в Банке, ДЗО и Экосистеме; Разработка и сопровождение ВНД по вопросам обработки и защиты ПДн; Участвует в сопровождении Процесса организации обработки и защиты ПДн; Определение и оценку актуальных угроз безопасности ПДн, разработка мер по нейтрализации актуальных угроз; Взаимодействие с регуляторами и надзорными органами по вопросам обработки и защиты ПДн; Подготовка материалов в ходе осуществления контроля надзорных органов по вопросам обработки и защиты ПДн; Методологическая поддержка подразделений по вопросам организации обработки и защиты ПДн; Проведение расследований по инцидентам, связанным с вопросами обработки Банком ПДн.","Требования: Опыт работы в области организации обработки и защиты ПДн, не менее 3 лет; Глубокие знания Федерального закона от 27. 06. 2006 № 152-ФЗ «О персональных данных», а также подзаконных нормативно-правовых актов по вопросам обработки ПДн; Знание Европейского регламента по защите данных GENERAL DATA PROTECTION REGULATION (GDPR) 2016 / 679 от 27. 04. 2016, является преимуществом; Работа в крупных компаниях финансово-экономической сферы, IT индустрии, желательно; Наличие сертификатов (BSI, CIPP / Е, DPM, DPP), желательно. Навыки: В формировании мер, необходимых для обеспечения выполнения обязанностей Оператора, предусмотренных законодательством о ПДн; В разработке локальных актов по вопросам обработки и защиты ПДн; В проектировании процессов; В анализе, интерпретации и презентации информации.",Город Москва,Sber,2022-08-01 11:40:43
1124,Юрисконсульт розничного бизнеса,4091092,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4091092,,"подготовка процессуальных документов и правовых заключений по вопросам, относящимся к компетенции отдела защита интересов Банка в судах общей юрисдикции и арбитражных судах подготовка отчетности по своему направлению по установленным формам.",высшее юридическое образование стаж работы по специальности не менее 1 года умение системно анализировать и применять законодательство РФ знание гражданского и арбитражного процесса знание методов обработки информации с применением современных технических средств навыки владения специализированными программными продуктами.,"Город Липецк, Липецкая Область",Sber,2022-08-01 11:54:27
1125,DevOps Engineer в рекомендательные системы,4072535,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4072535,"О проекте Дорогой кандидат, мы - динамично растущая команда экспертов в области построения рекомендательных систем. Наша главная цель - построить современную, масштабируемую платформу, которая будет постоянно предвосхищать и превосходить ожидания пользователей, предоставляя им персонализированный и релевантный контент на всем клиентском пути в экосистеме Сбер. Наша платформа будет обслуживать широкий круг потребителей и строить персональные рекомендации во всех сферах бизнеса, таких как музыка, фильмы, онлайн торговля, медицина, логистика и многих других, которые присутствуют в быстро растущей экосистеме. Если ты мечтаешь поучаствовать в создании такой рекомендательной системы, то тебе к нам!","Базис создания такой системы – это непрерывная интеграция (CI) и непрерывная доставка (CD) модулей системы в облако, где система работает. Построение CI / CD и разворачивание системы на кластере – это важнейшие шаги, без которых весь труд остальных инженеров не имеет смысла. Ты будешь работать над созданием DevOps процессов для разработки и релиза рекомендационной системы, будешь разрабатывать автоматизированное разворачивание всей системы на кластерах и испытательных стендах, интегрировать систему в облака. Мы ищем DevOps экспертов и энтузиастов, кто ставит своей основной целью работать и развиваться в области работы DevOps процессов для больших и сложных проектов. У тебя будет возможность исследовать современные статьи по организации DevOps процессов, общаться с коллегами из других проектов, участвовать в конференциях и применять полученные знания на практике.","Что для нас важно: Практический опыт разворачивания и администрирования CI / CD систем (Gitlab CI, Jenkins) Практический опыт работы с Docker-контейнерами и оркестраторами (Kubernetes) Навыки работы с системами мониторинга (Prometheus, Grafana) Знание языков программирования: Python / Bash / Groovy Опыт работы с Helm Уверенная работа с Git Опыт администрирования Linux (Ubuntu) Будет плюсом: Опыт работы с облаками (AWS, Google Cloud, Azure); Знания технологии автоматического развертывания (Ansible, Terraform, Hashicorp-стек).","Город Нижний Новгород, Нижегородская Область",Sber,2022-08-01 12:52:53
