,title,internal_id,url,description,responsibilities,qualifications,location,type,company,publish_date
298,数字能源行业代表助理,235880,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235880,,在指导下，承担行业客户群 / 一般市场规模区域市场运作，协助负责中基层客户关系建设，协助搭建和维护匹配行业 / 客户 / 区域的合作伙伴生态圈，共同策划和组织代表处品牌活动，担任代表处级项目成员，支撑订收目标达成。,业务技能要求： 合作、团队管理、营销活动执行能力；敢于挑战，较强的执行力 专业知识要求： 具备能源产业相关知识，有数据中心能源、光伏、站点等基础知识，了解区县下沉市场,中国/成都,销售族,Huawei,2022-05-25 00:00:00+08:00
299,单板硬件高级工程师,235615,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235615,,1、负责单板硬件全流程开发，主导单板硬件方案设计、器件选型、原理图设计到 SDV 测试的完整研发过程，满足功能、性能、成本、质量等多维度需求的研发设计； 2、对信号完整性、硬件可靠性、整机工程有深入理解，熟悉产品端到端硬件开发和测试流程，能进行较复杂电路问题分析定位； 3、负责器件替代及网上、生产关键问题的定位协助； 4、负责产品总体测试策略、测试计划制定及测试用例设计。,"业务技能要求： 1、单板硬件或硬件维护领域3年以上工作经验，具备独立完成特定功能模块设计与端到端交付能力； 2、具备良好产线试制阶段问题分析和处理能力，熟悉产品工艺路线； 3、具备网上问题处理和FFR持续改进工作经验能力优先； 4、承担过至少1款以上产品需求分析，规格设计工作，并促使至少1款产品商用落地； 5、具有扎实硬件基础知识，熟悉服务器 \ PCIe卡开发，熟悉摄像机产品开发，精通镜头 \ sensor选型，精通模拟 / 数字电路分析及设计，产品硬件单板开发和调试经验。 专业知识要求： 1、熟悉常用接口和总线设计，并掌握一定的高速信号完整性和EMC设计方面的知识,独立承担过复杂硬件单板或终端类硬件整机、模块的总体测试活动，包括测试分析、测试计划、测试方案以及执行 ； 2、 熟练使用硬件相关工具，含原理图绘制工具，PCB工具，熟悉示波器等相关硬件测试仪器;熟悉基本的测试方法和理论，如边界划分、白盒测试、黑盒测试等常用技能及测试工程方法； 3、熟悉可靠性测试原理，有测试经验，能制定合理的测试计划，测试方案； 4、精通模拟电路设计、尤其是传感器小信号放大处理、电机驱动和控制等领域。",中国/东莞,研发族,Huawei,2022-05-25 00:00:00+08:00
302,采购专家,235768,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235768,,1. 负责转向系统及供应商APQP过程开发质量，梳理相关物料的规格和质量标准，识别APQP过程开发风险及闭环管理，并保证产品项目交付节点要求； 2. 组织制定转向系统技术及质量管理规划并落地实施，包括来料质量管理策略、物料选型沙盘优化、编码生命周期的管理、供应商质量体系改善等内容，并负责将华为质量管理要求向供应链的传递实施； 3. 承担转向系统的技术、工艺性难题攻关工作，推行行业标准和先进工艺方法、最佳实践，组织优化业务流程； 4. 制定供应商早期介入项目的规划，进行供应商新产品、新技术、新工艺、新材料的研究和导入，挖掘并锁定供应商优质资源，构建产品差异化竞争力，缩短产品上市时间； 5. 从技术规划、路标规划及产品发展前瞻性角度，构建产品的可采购性，达成产品目标成本，在本领域的能力提升上做出重大贡献； 6. 组织开展重大物料技术质量问题分析、定位及处理，组织端到端质量团队不断驱动供应商完善质量体系，并通过推广业界先进的供应商质量管理方法及工具提升供应商质量管理能力； 7. 培养低级别员工，不断提升质量管理能力，建设持续改进的质量文化，提升工作效率。,业务技能要求： 1）掌握相关失效分析工具(DFMEA / DRBFM)的使用，常见失效模式及规避措施； 2）掌握汽车质量管理体系（IATF16949）； 3）熟悉汽车5大质量管理工具：APQP、FMEA、SPC、MSA、PPAP； 4）有良好的团队合作精神和融入性，出色的人际理解能力及沟通能力； 5）中文和英文均能用做工作语言 专业知识要求： 1）熟练掌握汽车转向系统产品设计、制程工艺，或具备供应商技术及质量管理经验； 2）熟知汽车转向系统的行业资源及各自优缺点，熟悉产品设计、部件构成、工程工艺路线、性能及可靠性测试方法； 3）熟悉汽车机械定制件从开发、定点、爬坡、量产、供应商评估等端到端的流程管理。,中国/东莞,采购族,Huawei,2022-05-25 00:00:00+08:00
303,渠道销售专员,235735,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235735,,参与所属领域的合作伙伴规划，在指导下负责某个领域合作伙伴拓展、合作伙伴联合营销活动，实现所负责领域的合作伙伴商业目标，建立与维护一般合作伙伴CXO或价值合作伙伴中基层客户合作关系，促进双方合作。,业务技能要求： 1. 对本区县渠道销售收入目标负责； 2. 构建本区县的渠道沙盘，并维护和拓展本区县的核心渠道； 3. 负责本区县渠道Pipeline管理，配合渠道进行营销活动执行； 4. 收集、分析区域经销商信息，分析现有经销市场情况，输出市场分析报告 5. 负责本区县渠道满意度 专业知识要求： 1. 对本区县渠道销售收入目标负责； 2. 构建本区县的渠道沙盘，并维护和拓展本区县的核心渠道； 3. 负责本区县渠道Pipeline管理，配合渠道进行营销活动执行； 4. 收集、分析区域经销商信息，分析现有经销市场情况，输出市场分析报告 5. 负责本区县渠道满意度,中国/济南,销售族,Huawei,2022-05-25 00:00:00+08:00
311,财经产品交付经理（SM）,235470,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235470,,1、负责产品交付管理，管理产品交付全过程的规范运作，保证产品的交付质量和交付进度 2、负责产品预算管里和供应商管理，管清楚钱和人； 3、负责产品工程能力建设，提升产品交付过程的自动化能力； 4、负责产品相应重点任务、风险和问题的项目管理。,业务技能要求： 1. 具备五年以上IT产品交付管理的经验或变革项目管理的经验； 2. 有较强的团队协作、沟通能力； 3. 有java技术体系、前端开发、数据库、Python、AI算法、大数据开发、测试等技术背景之一的最佳。 专业知识要求： 1. 掌握IT产品敏捷运作、CICD、DevOps等产品交付管理的方法； 2. 熟悉变革管理和项目管理的知识和理论。,中国/深圳,质量与流程IT族,Huawei,2022-05-24 00:00:00+08:00
312,技术架构师 / 技术经理,235288,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235288,,1、 主导财经SaaS产品相关架构设计，构建业界领先的财经SaaS化产品，灵活应对业务变化； 2、 负责领域技术洞察和预研，结合业务对现有系统进行分析，识别技术瓶颈，主动优化，牵引架构持续演进，构建持续的架构竞争力； 3、 参与核心框架代码开发，确保架构准确落地；,"业务技能要求： 1、全日制本科及以上学历，5年以上软件工作经验，3年以上系统架构和设计经验； 2、有服务化、云化架构设计和SAAS产品设计经验优先； 专业知识要求： 专业知识要求（满足以下方向之一）： 一、财经AI方向： 1. 统计学、数学、人工智能、计算机等相关专业统招本科及以上； 2. 具备大数据处理能力，熟练使用大数据技术Hadoop / Spark / Flink中的一种或多种，有大中型项目经验； 3. 有机器学习、深度学习、神经网络等研究及工程化经验，精通Python，熟练使用TensorFlow / PyTorch等主流深度学习框架，熟悉移动深度学习框架TensorFlow Lite或MNN更佳，有财经领域数据分析或者数据挖掘经验，了解财经领域AI及数据科学算法应用落地项目者优先。 4. 精通Java / Scala语言，如并发编程和JVM等，追求高标准的工程质量； 5. 熟悉Oracle、PostgreSQL、Gauss A、MySQL至少一种数据库,熟练运用SQL； 6. 具有DDD、微服务、SaaS化的实践经验优先； 1~3满足至少其中一项要求。 二、财经交易方向： 1、精通Java编程语言，熟悉微服务架构及Spring Cloud、Dubbo等框架。 2、主导过大型分布式应用系统的规划、设计、实施和开发，对云原生SaaS应用有深入理解。 3、熟悉资金、账务、税务、预算预测等财经业务并有相关经验者优先。 三、多维数据库方向： 1、理解Oracle、DB2、SQL Server、MySQL、Sybase、HANA等至少一种主流关系型数据库的底层架构和最佳实践方案。 2、熟悉Hyperion Essbase、Express Server、TM1、Mondrian、Kylin等多维数据库或多维引擎，具有相关的设计、开发、运维经验。 3、精通Java编程语言，熟悉Springboot、SpringCloud等微服务框架和掌握Docker、K8s等容器化技术应用者优先 4、有EssBase相关工作经验的优先；",中国/北京,质量与流程IT族,Huawei,2022-05-24 00:00:00+08:00
313,安全应急响应专家,235380,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235380,,1、负责协同公司 / 产品线重大漏洞及相关网络安全事件的应急响应，对漏洞事件进行正确的风险评估、漏洞验证、漏洞防护和规避消减，协同业务领域完成应急事件相关漏洞的修补及预警；支撑产品网络攻击事件的定位定界、数字取证和溯源。 2、负责公司网络安全事件应急管理，事前支撑产业赋能培训，事中指导和风险把控，事后总结识别公司级共性问题、重大Gap点，推动公司改进并促进产业组织能力提升。,业务技能要求： 1、具备较强的组织能力、沟通协调和推动能力； 2、积极主动、责任心强，具有良好的团队精神； 3、有产品线开发 / 测试 / 运维 / SRE、服务 / GTAC / SR、海外等一线工作经验； 4、有开源社区或SRC工作经验者优先； 5、同行业安全应急响应管理工作经验优先。 6、英语可作为工作语言者优先。 专业知识要求： 1、熟悉漏洞的内在原理、检测方法、利用手段以及对应解决方案； 2、对安全技术、攻防对抗、应急响应、漏洞挖掘、漏洞管理等安全领域知识背景者优先； 3、掌握C / C++ / java / python / perl / ruby / shell等一种或多种编程语言，有产品开发经验优先； 4、有CISSP、IAPP、CISA等网络安全领域或隐私保护领域证书者优先。,中国/北京;中国/深圳;中国/东莞,研发族,Huawei,2022-05-24 00:00:00+08:00
314,Project Manager,235351,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235351,,"Create new processes to contribute to organizational QMS. Pilot new processes and help to develop new standards with supporting resources. Improve Agile & quality perspective in R&D by conducting workshops & trainings Manage organizational improvement projects supporting Huawei Turkey R&D Center using Six Sigma Method Manage Certification Projects for ISO, CMMI","Business Skills Requirements: Analyze the software development process, and find improvement points to continuously improve SDLC -Implement customized SDLC for each software project using Agile & DevOps practices -Guide & train the software project team for its development processes, and tools -Measure the quality of process with software metrics and interpret them to take early actions, process improvement and defect prevention -Conduct audits to check process compliance, cyber security, and trustworthiness -Publish regarding department’s quality status report monthly Professional Knowledge Requirement: Bachelor’s degree in Software Engineering, Industrial Engineering or related field -Experience in quality processes and software development process -Experience in Software development methodologies -Expertise in Agile & DevOps practices -Knowledge of Software Development Standards and Frameworks such as ISO 25051, 12207 and CMMI Dev L3&L5 -Very good command of English -Good communication skills with clear and an engaging presentation style, and group facilitation -Strong leadership and teamwork skills, with a demonstrated ability to collaborate across teams and roles -Software programming & testing skills are a plus -Six Sigma Green Belt is a plus",Turkey/Istanbul,研发族,Huawei,2022-05-24 00:00:00+08:00
317,AI Research Engineer,235343,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235343,,"- Research and Develop proof of concept innovative solutions - Collaborate with Researchers, Architects, and Product Management in Turkey, Silicon Valley and China to transfer technology into real Huawei products - Generate high quality proposals, publications and / or patents at national and international levels - Manage Industry - University relations","Business Skills Requirements: - The following skills are desired: - Experience in Web application and development - Experience in big data technologies (Hadoop, Java Map / Reduce, Hive, Spark SQL) - Ability to solve problems creatively - Good written and oral communication skills - Customer oriented, work systematically under tight schedules - Fluency in both written and spoken English - Available for domestic or international travel when required Professional Knowledge Requirement: Analyze software requirements of the respective module / feature or propose comments that are accepted during requirement reviews; guide the requirement analysis of sub-modules / sub-features. or Analyze non-functional requirements (maintainability, conciseness, testability, reliability, efficiency, portability) of the respective module / sub-system; identify code defects and work out corrective measures. Developed at least one requirement document regarding the software module / feature, and the requirements were clear, complete, and accurate; or participated in technical statement of compliance (SOC) regarding software requirements, and developed at least one bid proposal that was clear, complete, and accurate. or Wrote at least one analysis report on non-functional requirements of a software module / sub-system. Participate in the overall software system design. Verify the feasibility of the software system design in modules. Developed at least one document regarding the results of verificati",Turkey/Istanbul,研发族,Huawei,2022-05-24 00:00:00+08:00
319,漏洞工程专家,235385,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235385,,1、负责制定&看护公司级漏洞E2E管理工程方案，持续优化DFVR能力基线（快速感知、易追溯、现网风险易评估、漏洞影响缓解、漏洞可修补、漏洞补丁易发布 / 部署、漏洞EOX执行等），实现漏洞管理和应急响应领域的工程、技术和方法的先进性。 2、负责E2E漏洞管理与运营分析，围绕漏洞数据持续面向子公司 / 产业提供公共工程 / 治理 / 运营 / 分析 / 管理能力，涵盖漏洞信息、漏洞利用趋势、漏洞修补信息、供应商 / 华为 / 产业TOP漏洞利用列表、漏洞类型、现网消减分布、客户关注度等知识。 3、负责对颗粒化和各产业提供公共能力（漏洞库、漏洞舆情系统、漏洞利用威胁情报系统、漏洞判例库、漏洞修补库、漏洞披露网站、漏洞消减案例库）。,业务技能要求： 1、具备较强的组织能力、沟通协调和推动能力； 2、积极主动、责任心强，具有良好的团队精神； 3、有产品线开发 / 测试 / 运维 / SRE、服务 / GTAC / SR、海外等一线工作经验； 4、有开源社区或SRC工作经验者优先； 5、英语可作为工作语言者优先。 专业知识要求： 1、熟悉漏洞的内在原理、检测方法、利用手段以及对应解决方案。 2、具备安全技术、攻防对抗、应急响应、漏洞挖掘、漏洞管理等安全领域知识背景。 3、具备较强的组织能力、沟通协调和推动能力，能独立完成项目，有较好的项目管理和执行能力。 4、掌握C / C++ / java / python / perl / ruby / shell等一种或多种编程语言，有产品开发经验优先。 5、有CISSP、IAPP、CISA等网络安全领域或隐私保护领域证书者优先。,中国/北京;中国/深圳;中国/东莞,研发族,Huawei,2022-05-24 00:00:00+08:00
323,华为智能汽车热管理系统采购专,235485,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235485,,1. 战略制定与实施：独立制定智能汽车热管理系统及下层部件（包括压缩机、板换、前端、空调箱、水泵、水阀、管路等）中长期类别战略，并在内部有效协调和实施； 2. 产业链管理：分析产业链和趋势，建立内外沟通机制，有效识别中长期风险和机遇，制定综合解决方案，争取2-3年的竞争优势； 3. 供应商组合管理：智能汽车热管理系统及下层部件需求和趋势洞察，优化或构建供应商组合和资源，如有必要，建议新的参与者。在产品 / 解决方案的3-5年之前建立有竞争力且充足的供应商资源，并加快实施和发展计划； 4. 为该类别提供行业业务规则和采购模型，推动业务创新，并优化类别战略； 5. 建立采购解决方案基准，包括成本 / 质量 / 供应 / 技术。,业务技能要求： 1）具备带领全球团队实现成本目标、质量目标和交付目标承诺的能力； 2）具备跨组织 / 地域的高效资源整合能力； 3）具备系统地收集信息的能力；具备深度、广度思考问题或因素并作出决策的能力；能感知复杂问题之间的联系； 4）具备与关键供应商维持良性合作伙伴关系的能力，并能维持双方高层组织关系； 5）具备强大的谈判和关系建立技能； 6）具有较强的表达和写作技巧； 7）中文和英文均能用做工作语言； 8）有良好的团队合作精神和融入性，出色的人际理解能力及沟通能力； 9）中文和英文均能用做工作语言 专业知识要求： 1）熟悉车辆热管理系统等产品设计及制造工艺； 2）熟练掌握车辆热管理系统等领域的市场洞察和行业趋势； 3）熟知车辆热管理系统的商业模式。,中国/东莞,采购族,Huawei,2022-05-24 00:00:00+08:00
324,漏洞治理专家,235397,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235397,,1、负责从外部视角持续洞察业界漏洞管理实践及外部法律法规、标准认证要求，并外规内化，确保漏洞管理治理体系的全面性和先进性，满足监管要求，支撑公司漏洞管理变革的成功。 2、负责有效指导漏洞管理治理体系在各产业、子公司的落地、通过运营和稽核等方法，能对ICT、云、端等多个产业能漏洞管理水平进行评估，识别其风险，并给出建设性建议，推动产业漏洞管理水平提升。 3、负责通过内规外化等方式，持续对外贡献华为E2E漏洞管理实践，形成业界标准和评估方法，树立华为负责任有能力形象。,业务技能要求： 1、具备安全技术、攻防对抗、应急响应、漏洞挖掘、漏洞管理等安全领域知识背景。 2、具有一定的团队管理经验，能独立完成项目，有较好的项目管理和执行能力。 3、具备复杂业务场景快速收集、分析数据能力，风险意识强。 4、有流程运营、产品项目管理、标准专利相关工作经验。 5、有产品线开发 / 测试 / 运维 / SRE、服务 / GTAC / SR、海外等一线工作经验优先； 6、英语可作为工作语言者优先。 专业知识要求： 1、具有云、Android、无线 / 固网等至少一个业务领域相关知识； 2、对安全技术、攻防对抗、应急响应、漏洞挖掘、漏洞管理等安全领域知识背景者优先； 3、掌握C / C++ / java / python / perl / ruby / shell等一种或多种编程语言，有产品开发经验优先； 4、有CISSP、IAPP、CISA等网络安全领域或隐私保护领域证书者优先。,中国/北京;中国/深圳;中国/东莞,其他专业技术族,Huawei,2022-05-24 00:00:00+08:00
330,解决方案销售专家,235183,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235183,,"Take the lead in ESS market strategies and solution optimization strategies, and take responsibility for the competitiveness of ESS solutions. 1. Take the lead in developing application solutions for energy storage scenarios and solutions for corporate-level projects, and regularly conduct market insights and analysis on application scenarios and business models of energy storage technologies, especially new energy storage technologies. 2. Cooperate with Huawei's energy storage business teams, seek external cooperation resources, and communicate with customers and third-party vendors on technical solutions. 3. Take the lead in designing solutions for key global energy storage projects, establish dialogues with customers' technical executives, and support successful market expansion. 4. Participate in industry exhibitions and technical exchanges as a senior expert, guide the development trend of the industry, and display the company's professional image.","业务技能要求： 1. Influence of communication: Be able to organize and lead in-depth technical and business communication internally and smoothly communicate with experts in each domain. Be able to directly communicate with the customer's CXO and have a certain influence in the industry. 2. Have strong ability to foresee and grasp major industry, technology, and market opportunities. 3. Have a keen market sense, strong achievement orientation, and strong communication skills (high focus, clear logic, and understanding of guidance topics). Successful project operation experience is preferred. 4. Five or more years of full-time work in new energy or energy storage, and influence in the energy storage field is preferred. 5. Have a basic command of main application modes of energy storage in various scenarios, especially the business mode, scenario characteristics, and product solution requirements in PV+energy storage scenarios. 专业知识要求： 1. Bachelor's degree or above, majoring in energy storage. 2. English can be used as the working language. Good communication and collaboration skills, adapt to international working environment. 3. Be proficient in using office software such as Word, Excel, and PowerPoint. 4. Have a basic command of the energy storage system, such as battery, structure, power distribution, power, and BMS management. 5. Have successful experience in building competitive solution capabilities and understand how to build system-level competitiveness from a systematic perspective.",United Arab Emirates/Dubai,销售族,Huawei,2022-05-23 00:00:00+08:00
333,数字能源渠道销售专员,235266,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235266,,参与所属负责区县的合作伙伴规划，在指导下负责区县合作伙伴拓展、合作伙伴联合营销活动，实现所负责区县的合作伙伴商业目标，建立与维护一般合作伙伴CXO或价值合作伙伴中高层客户关系，促成双方合作。,业务技能要求： 合作、团队管理、营销活动执行能力；敢于挑战，较强的执行力 专业知识要求： 具备能源产业相关知识，有数据中心能源、光伏、站点等基础知识，了解区县下沉市场,中国/成都,销售族,Huawei,2022-05-23 00:00:00+08:00
336,Engineering Manager,235282,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235282,,"Responsible for demand analysis, Including of one or more modules, code testing, unit testing, integration testing, static inspection, local composition, test environment structures, problem location, Data development and so on.","Business Skills Requirements: 1) familiar with the distributed architecture, distributed software development experience; 2) familiar with Openstack, WMWare and other cloud operating system software; 3) Experience in cloud computing and large data / SDN / NFV development;4 4)skilled use of the database for performance tuning; 5)with good communication skills, hard, dedicated, motivated, have a good team spirit. The technology has passion, like to study Professional Knowledge Requirement: 1)information systems / computer / communications and other related professional, undergraduate and above, English through four and above; 2)familiar with at least one of C / C ++, JAVA, Python, JS, master common data structures, algorithms, understand software engineering, agile development and other knowledge, familiar with common design patterns; 3)to understand the database field one or more characteristics of the core principles of the distribution, consistency and other algorithms have a certain understanding. 4)communication business background, network communication related protocol STP / OAM / MPLS / OSPF / DHCP; 5)there are several areas of business, cloud computing and large data field development experience is preferred.",Turkey/Istanbul,研发族,Huawei,2022-05-23 00:00:00+08:00
337,资深渠道销售专员（区县）,235167,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235167,,"参与所属领域的合作伙伴规划，在指导下负责某个领域合作伙伴拓展、合作伙伴联合营销活动，实现所负责领域的合作伙伴商业目标，建立与维护一般合作伙伴CXO或价值合作伙伴中基层层客户关系,促成双方合作。",业务技能要求： 了解、执行业务范围内MPR、OTO等流程；具有伙伴合作能力、团队管理能力、营销活动执行能力。 1、深入和熟悉本地渠道，构建与核心渠道的良好合作关系； 2、对友商在本区县的市场动态进行例行化管理和反馈。 3、渠道销售收入目标；渠道Pipeline管理；渠道激活数 / 激活率；客户激活数；渠道复购率、渠道满意度。 4、优先的经验：有政企市场工作经验，有渠道拓展 / 销售成功经验；业务运营经验、项目运营经验等； 专业知识要求： 了解、执行业务范围内MPR、OTO等流程；具有伙伴合作能力、团队管理能力、营销活动执行能力。 1、深入和熟悉本地渠道，构建与核心渠道的良好合作关系； 2、对友商在本区县的市场动态进行例行化管理和反馈。 3、渠道销售收入目标；渠道Pipeline管理；渠道激活数 / 激活率；客户激活数；渠道复购率、渠道满意度。 4、优先的经验：有政企市场工作经验，有渠道拓展 / 销售成功经验；业务运营经验、项目运营经验等；,中国/乌鲁木齐,销售族,Huawei,2022-05-23 00:00:00+08:00
339,生产计划工程师,235015,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235015,,标准职责 根据要货预测、产品供应能力等，制定S&OP建议计划、主计划 / 物料需求计划 / 加工计划建议、供应中心分销计划，支撑决策并落地执行17级定位：基于供需形势及产品切换路标，负责某特定产品系列或物料类别的计划例行运作（含供需信息收集、计划参数维护、计划制定、存货数据分析等），支撑计划决策，并落地执行。 | | 在供应连续性的策略指导下，收集市场需求、产品切换方案，基于供应能力，制定S&OP建议计划；制定可执行的主计划 / 物料需求计划 / 加工计划建议、供应中心分销计划，驱动制造及供应商资源准备； | | 跟进产品 / 器件等供需风险及管控措施，针对异常及时通报反馈； | | 跟踪各产品、区域计委的任务执行，协调问题的解决，确保计划及策略有效执行； | | 维护计划参数、监控计划达成情况，持续提升计划工作质量； | | 根据各产品存货经营指引、存货管理策略等，通过数据分析，识别存货风险，协助制定存货管理方案并落地执行。 自定义职责 null,业务技能要求： 技能： - 具备制定产品计划和存货分析的技能 - 具备较强的逻辑思维能力、沟通协调能力及人际理解力； - 较强的学习能力、风险意识及快速应对风险的能力； - 良好的数据处理能力及总结归纳能力。 专业知识要求： - 熟悉公司ICT相关产品相关基础知识（产品配置特点、供需形势及演进方向，版本切换），熟悉公司基本流程（IPD / LTC / SUPPLY等）； - 掌握计划方法及计划逻辑，理解计划策略、产品全生命周期计划管理方法； - 熟悉存货流转过程，掌握冗余存货处理方法。 其他要求： 经验：具备产品开发、项目交付管理、供应链领域工作3年及以上经验,Hungary/Budapest,供应链族,Huawei,2022-05-20 00:00:00+08:00
340,生产计划助理工程师,235014,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=235014,,标准职责 管理产品齐套供应过程中的短期供需异常、产出及到货进度，处理计划电子流，管理item维度的生产存货 / 半成品存货 / 供应中心存货等，对计划指令的有效执行和执行质量负责。 | | 针对产品齐套供应过程中的短期供需异常、半成品产出异常，及时采取应对措施，跟踪闭环，针对重大异常及时反馈升级； | | 跟踪执行供应中心囤货合同履行进度，管理预欠料和实欠料，支撑面向交付的供应资源齐套； | | 基于产品可供应性结论 / 计划策略 / 到货需求等，管理电子流、到货进度等内部需求的执行； | | 基于产品生产存货 / 半成品存货 / 供应中心存货管理的目标和策略，管理编码维度的存货异常，提升编码的存货运营效率； 自定义职责 null,业务技能要求： 掌握产品供需异常处理方法；掌握所负责产品计划方法、参数维护、电子流处理方法；掌握存货流转过程，了解冗余存货处理方法。1. 备较强的逻辑思维能力，良好的沟通协调能力及人际理解力； 2. 良好的学习能力、风险应对响应能力及推动力； 3. 较好的数据分析和处理能力。 专业知识要求： 1. 掌握计划方法及计划逻辑，理解计划策略、供需匹配、产品全生命周期计划管理方法； 2. 熟悉产品生产制程、供应中心分销物料到货路径、所负责产品的相关计划属性等；,Hungary/Budapest,供应链族,Huawei,2022-05-20 00:00:00+08:00
342,物流专员,234862,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=234862,,标准职责 面向区域 / BG / 项目提供物流服务，适配物流解决方案，协调解决业务异常，协同物流服务供应商，保障货物 / 原材料进得来、发得出、运得到、退得回；负责物流工程实施、物流服务质量与物流业务履行的标准制定、执行管理、履行监控与赋能稽查，保障物流作业质量、合规、安全与一致性。17级定位：有效管理项目需求，主动识别业务风险并有序解决异常，持续优化物流解决方案；负责物流工程实施、物流服务质量与物流业务履行的标准制定与赋能稽查。具体岗位满足以下一点或两点： | | 熟悉运输交付方案包含周期、运能、路线和成本等，根据项目需求提供不同的运输解决方案；协调解决物流业务履行过程中的异常； | | 负责物流业务领域的作业标准制定，参与场景化解决方案设计；负责对物流业务履行人员进行赋能，主动识别重大风险并制定预案； | | 制定面向物流供应商的服务质量标准，并持续优化；对全球关键物流服务商的运作服务质量，建立稽查和考核机制； | | 负责逆向退货执行、再利用和报废处置业务，制定逆向退货标准和方案，发布退货预测，简化现场作业，管理报废供应商绩效，提升服务质量和报废收益； | | 提供原材料从供应商到工厂的端到端inbound物流服务，适配物流解决方案，确保原材料供应安全、连续、合规； | | 负责物流成本优化运营及物流概预算方案设计，保障全球物流现场(仓储 / 流通加工 / 运输等)的安全作业和高效履行。 自定义职责 null,业务技能要求： 熟练运用业务系统和管理工具，熟悉数据分析和挖掘工具、方法；具备物流履行与业务优化能力、物流工程问题分析与解决能力、物流合作资源管理能力、数据分析能力；良好的沟通协调能力、学习能力、解决问题的能力； 专业知识要求： 熟悉物流某一领域基础知识、流程、规则及业务履行，如仓储、流通、运输、逆向、进出口业务、物流工艺 / 工程实施、物流技术装备等；,606949,供应链族,Huawei,2022-05-19 00:00:00+08:00
344,新疆政企数通产品工程师（专业类）,234838,https://career.huawei.com/socRecruitment/services/portal/portalpub/getJobDetail?jobId=234838,,标准职责 政企专项产品售前拓展工作的执行者，负责专项产品日常售前中的产品拓展、POC测试、渠道赋能、需求管理推动、货期提拉、流程跟踪等工作成。 | | 承担代表处一般客户群的专项产品拓展，执行拓展策略，通过客户机会点挖掘、需求理解、方案设计和方案引导，参与项目运作，推动所负责业务的市场目标、产品订货 / 收入等经营指标的达成。 | | 面向政企合作伙伴主动规划和开展业务使能，有效提升合作伙伴售前人员能力。 | | 作为项目POC测试中的接口人，负责协调人员、申请物料，到货跟踪等必要的POC测试准备和协调工作，协助项目组达成测试目标。 | | 跟进业务拓展过程中的流程性事务，包括项目立项、借货管理、要货预测、货期提拉等，确保售前拓展的有序开展、流程合规。 自定义职责 承担代表处产品拓展，执行拓展策略，通过客户机会点挖掘、需求理解、方案设计和方案引导，参与项目运作，推动所负责业务的市场目标、产品订货 / 收入等经营指标的达成。 | | 面向商业市场伙伴主动规划和开展业务使能，有效提升合作伙伴售前人员能力。 | | 作为项目POC测试中的接口人，负责协调人员、申请物料，到货跟踪等必要的POC测试准备和协调工作，协助项目组达成测试目标。 | | 跟进业务拓展过程中的流程性事务，包括项目立项、借货管理、要货预测、货期提拉等，确保售前拓展的有序开展。,业务技能要求： 产品解决方案设计、方案宣讲、配置报价、POC测试，具备相关项目成功经验等 专业知识要求： 熟悉数通、光、无线、存储、计算、IT、视频会议、视频监控相关领域产品知识、特性及解决方案等 其他要求： 良好的沟通协调能力，有较强的学习能力及团队合作精神，主动性强、责任心强、执行力强、工作认真细致,中国/乌鲁木齐,销售族,Huawei,2022-05-19 00:00:00+08:00
